entry_time,direction,entry_reference,entry_price,shares,entry_basis,entry_threshold,entry_hook,entry_window,signal_metric,signal_spread,signal_points,exit_time,exit_reference,exit_price,exit_reason,gross_pnl,commission,slippage,costs,net_pnl,duration_minutes,reconciliation_error
2024-08-30 15:51:00-04:00,LONG,475.92,476.01518400000003,42,absolute_qqq_points,0.75,0.0,0,-1.3319983214299214,-0.0028041485481249814,-1.3319983214299214,2024-08-30 15:59:00-04:00,476.39,476.294722,FORCED_EOD,19.73999999999876,0.294,7.99940400000105,8.29340400000105,11.446595999997708,8,0.0
2024-09-03 09:33:00-04:00,SHORT,472.03,471.935594,42,absolute_qqq_points,0.75,0.0,0,1.1037801160886715,0.002335350617993898,1.1037801160886715,2024-09-03 15:59:00-04:00,461.84,461.93236799999994,FORCED_EOD,427.9799999999999,0.294,7.8445079999982,8.1385079999982,419.8414920000017,386,0.0
2024-09-04 09:33:00-04:00,SHORT,458.96,458.868208,43,absolute_qqq_points,0.75,0.0,0,1.870839270787883,0.00407865719938925,1.870839270787883,2024-09-04 10:35:00-04:00,462.56,462.652512,CONVERGENCE_NEXT_OPEN,-154.80000000000098,0.301,7.925071999999886,8.226071999999887,-163.02607200000085,62,0.0
2024-09-04 11:04:00-04:00,LONG,464.15,464.24282999999997,43,absolute_qqq_points,0.75,0.0,0,-0.8662473158103694,-0.001888524528135177,-0.8662473158103694,2024-09-04 11:26:00-04:00,462.96,462.867408,CONVERGENCE_NEXT_OPEN,-51.1699999999999,0.301,7.97314599999828,8.27414599999828,-59.444145999998184,22,0.0
2024-09-04 13:48:00-04:00,LONG,462.35,462.44247,43,absolute_qqq_points,0.75,0.0,0,-0.8435723558809514,-0.001839090357062494,-0.8435723558809514,2024-09-04 14:21:00-04:00,461.31,461.217738,CONVERGENCE_NEXT_OPEN,-44.72000000000088,0.301,7.943475999999862,8.244475999999862,-52.964476000000744,33,0.0
2024-09-04 14:47:00-04:00,SHORT,460.6,460.50788000000006,43,absolute_qqq_points,0.75,0.0,0,0.814498486986281,0.0017757057860129876,0.814498486986281,2024-09-04 15:59:00-04:00,460.62,460.712124,FORCED_EOD,-0.8599999999992178,0.301,7.9224919999990675,8.223491999999068,-9.083491999998285,72,0.0
2024-09-05 09:32:00-04:00,LONG,459.07,459.161814,43,absolute_qqq_points,0.75,0.0,0,-0.8300043147872884,-0.0018073826073802667,-0.8300043147872884,2024-09-05 15:59:00-04:00,461.14,461.047772,FORCED_EOD,89.0099999999997,0.301,7.913805999998999,8.214805999999,80.7951940000007,387,0.0
2024-09-06 09:40:00-04:00,SHORT,457.52,457.428496,43,absolute_qqq_points,0.75,0.0,0,0.9177671327125267,0.001990688529407118,0.9177671327125267,2024-09-06 09:44:00-04:00,458.54,458.631708,CONVERGENCE_NEXT_OPEN,-43.86000000000166,0.301,7.87811599999867,8.17911599999867,-52.039116000000334,4,0.0
2024-09-06 09:55:00-04:00,SHORT,456.65,456.55867,43,absolute_qqq_points,0.75,0.0,0,0.9176158268567747,0.001990360338495962,0.9176158268567747,2024-09-06 15:59:00-04:00,448.87,448.959774,FORCED_EOD,334.5399999999988,0.301,7.787471999997763,8.088471999997763,326.4515280000011,364,0.0
2024-09-09 09:33:00-04:00,LONG,453.2701,453.36075402,44,absolute_qqq_points,0.75,0.0,0,-1.116064975187271,-0.0024663329249255492,-1.116064975187271,2024-09-09 09:43:00-04:00,453.545,453.454291,CONVERGENCE_NEXT_OPEN,12.095600000000104,0.308,7.97997287999965,8.28797287999965,3.807627120000454,10,0.0
2024-09-09 09:47:00-04:00,SHORT,453.56,453.469288,44,absolute_qqq_points,0.75,0.0,0,0.9015250777008532,0.001992232559225775,0.9015250777008532,2024-09-09 15:56:00-04:00,453.92,454.010784,CONVERGENCE_NEXT_OPEN,-15.8400000000006,0.308,7.985823999999184,8.293823999999184,-24.133823999999784,369,0.0
2024-09-10 09:32:00-04:00,LONG,457.28,457.37145599999997,43,absolute_qqq_points,0.75,0.0,0,-1.1714703094131096,-0.002565637996962581,-1.1714703094131096,2024-09-10 09:39:00-04:00,455.69,455.598862,CONVERGENCE_NEXT_OPEN,-68.36999999999892,0.301,7.8515419999997675,8.152541999999768,-76.5225419999987,7,0.0
2024-09-10 09:57:00-04:00,LONG,457.05,457.14141,43,absolute_qqq_points,0.75,0.0,0,-0.9702981628529983,-0.0021250507289816913,-0.9702981628529983,2024-09-10 14:52:00-04:00,457.67,457.57846600000005,CONVERGENCE_NEXT_OPEN,26.660000000000196,0.301,7.866591999998434,8.167591999998434,18.492408000001763,295,0.0
2024-09-10 15:57:00-04:00,LONG,458.77,458.86175399999996,43,absolute_qqq_points,0.75,0.0,0,-0.7644026802844337,-0.001674118879291299,-0.7644026802844337,2024-09-10 15:59:00-04:00,458.67,458.57826600000004,FORCED_EOD,-4.299999999998533,0.301,7.889983999998037,8.190983999998037,-12.49098399999657,2,0.0
2024-09-11 09:32:00-04:00,LONG,459.58,459.67191599999995,43,absolute_qqq_points,0.75,0.0,0,-1.3258833024161731,-0.002889390041876344,-1.3258833024161731,2024-09-11 15:59:00-04:00,468.45,468.35631,FORCED_EOD,381.4100000000002,0.301,7.981057999997859,8.282057999997859,373.12794200000235,387,0.0
2024-09-12 09:32:00-04:00,SHORT,467.53,467.436494,42,absolute_qqq_points,0.75,0.0,0,1.059568697932093,0.0022642533960147387,1.059568697932093,2024-09-12 09:34:00-04:00,468.88,468.973776,CONVERGENCE_NEXT_OPEN,-56.700000000000955,0.294,7.865843999999242,8.159843999999243,-64.8598440000002,2,0.0
2024-09-12 10:01:00-04:00,LONG,468.5,468.5937,42,absolute_qqq_points,0.75,0.0,0,-1.2149073152517076,-0.002596205436957953,-1.2149073152517076,2024-09-12 15:59:00-04:00,473.24,473.145352,FORCED_EOD,199.08000000000038,0.294,7.9106160000008,8.2046160000008,190.87538399999957,358,0.0
2024-09-13 09:33:00-04:00,SHORT,472.69,472.595462,42,absolute_qqq_points,0.75,0.0,0,0.9173929261339708,0.0019406276862775117,0.9173929261339708,2024-09-13 09:40:00-04:00,473.98,474.074796,CONVERGENCE_NEXT_OPEN,-54.18000000000086,0.294,7.952027999998904,8.246027999998905,-62.42602799999976,7,0.0
2024-09-13 09:47:00-04:00,SHORT,473.89,473.795222,42,absolute_qqq_points,0.75,0.0,0,0.772284021981875,0.0016336683137982044,0.772284021981875,2024-09-13 15:59:00-04:00,475.34,475.43506799999994,FORCED_EOD,-60.89999999999952,0.294,7.973531999997135,8.267531999997136,-69.16753199999665,372,0.0
2024-09-16 09:33:00-04:00,SHORT,471.99,471.895602,42,absolute_qqq_points,0.75,0.0,0,0.8889305279818132,0.0018816132082675203,0.8889305279818132,2024-09-16 09:43:00-04:00,471.54,471.63430800000003,CONVERGENCE_NEXT_OPEN,18.899999999999523,0.294,7.925652000001037,8.219652000001037,10.680347999998485,10,0.0
2024-09-16 09:45:00-04:00,LONG,471.83,471.92436599999996,42,absolute_qqq_points,0.75,0.0,0,-0.8259303791111279,-0.0017482598038039373,-0.8259303791111279,2024-09-16 12:19:00-04:00,470.56,470.465888,CONVERGENCE_NEXT_OPEN,-53.339999999999236,0.294,7.916075999998952,8.210075999998953,-61.550075999998185,154,0.0
2024-09-16 13:53:00-04:00,LONG,473.1101,473.20472201999996,42,absolute_qqq_points,0.75,0.0,0,-0.7591697009958693,-0.0016069464280335415,-0.7591697009958693,2024-09-16 14:53:00-04:00,472.47,472.37550600000003,CONVERGENCE_NEXT_OPEN,-26.884199999998373,0.294,7.942872839998813,8.236872839998814,-35.12107283999718,60,0.0
2024-09-17 09:34:00-04:00,SHORT,476.23,476.13475400000004,42,absolute_qqq_points,0.75,0.0,0,0.8604326861631648,0.0018054696816064827,0.8604326861631648,2024-09-17 09:44:00-04:00,476.21,476.30524199999996,CONVERGENCE_NEXT_OPEN,0.8400000000016234,0.294,8.000495999998293,8.294495999998293,-7.454495999996669,10,-8.881784197001252e-16
2024-09-17 10:21:00-04:00,SHORT,476.08,475.984784,42,absolute_qqq_points,0.75,0.0,0,0.8982301642363382,0.0018847811743003262,0.8982301642363382,2024-09-17 10:42:00-04:00,476.48,476.575296,CONVERGENCE_NEXT_OPEN,-16.800000000001432,0.294,8.001503999998135,8.295503999998136,-25.09550399999957,21,0.0
2024-09-17 11:19:00-04:00,SHORT,476.5,476.4047,41,absolute_qqq_points,0.75,0.0,0,0.836058005795735,0.0017543236162489715,0.836058005795735,2024-09-17 15:59:00-04:00,473.51,473.604702,FORCED_EOD,122.59000000000037,0.28700000000000003,7.7900819999997,8.0770819999997,114.51291800000067,280,0.0
2024-09-18 09:39:00-04:00,SHORT,473.305,473.21033900000003,42,absolute_qqq_points,0.75,0.0,0,0.967501520404312,0.002038476086983908,0.967501520404312,2024-09-18 09:55:00-04:00,473.81,473.904762,CONVERGENCE_NEXT_OPEN,-21.20999999999981,0.294,7.9557659999990165,8.249765999999017,-29.459765999998826,16,0.0
2024-09-18 10:40:00-04:00,LONG,473.955,474.04979099999997,42,absolute_qqq_points,0.75,0.0,0,-0.9239888513882875,-0.001946797124833173,-0.9239888513882875,2024-09-18 11:46:00-04:00,471.99,471.895602,CONVERGENCE_NEXT_OPEN,-82.52999999999895,0.294,7.9459379999999555,8.239937999999956,-90.7699379999989,66,0.0
2024-09-18 12:31:00-04:00,LONG,473.22,473.31464400000004,42,absolute_qqq_points,0.75,0.0,0,-0.756043443744943,-0.0015929447636950133,-0.756043443744943,2024-09-18 14:04:00-04:00,476.4,476.30472,CONVERGENCE_NEXT_OPEN,133.5599999999979,0.294,7.976808000000801,8.270808000000802,125.2891919999971,93,-1.4210854715202004e-14
2024-09-18 14:16:00-04:00,LONG,475.28,475.375056,42,absolute_qqq_points,0.75,0.0,0,-0.8352870827930587,-0.0017599070473074646,-0.8352870827930587,2024-09-18 15:09:00-04:00,472.21,472.11555799999996,CONVERGENCE_NEXT_OPEN,-128.9399999999997,0.294,7.958916000000613,8.252916000000614,-137.19291600000034,53,0.0
2024-09-18 15:26:00-04:00,LONG,474.835,474.929967,42,absolute_qqq_points,0.75,0.0,0,-0.7984047403508043,-0.0016821978432235486,-0.7984047403508043,2024-09-18 15:59:00-04:00,471.33,471.235734,FORCED_EOD,-147.2099999999998,0.294,7.947786000000065,8.241786000000065,-155.45178599999988,33,0.0
2024-09-19 09:34:00-04:00,LONG,482.19,482.286438,41,absolute_qqq_points,0.75,0.0,0,-0.886901252624682,-0.0018393190498033314,-0.886901252624682,2024-09-19 15:59:00-04:00,483.41,483.31331800000004,FORCED_EOD,50.02000000000112,0.28700000000000003,7.91791999999856,8.20491999999856,41.81508000000256,385,0.0
2024-09-20 09:37:00-04:00,LONG,483.21,483.30664199999995,41,absolute_qqq_points,0.75,0.0,0,-0.8434498028118469,-0.0017474306016654743,-0.8434498028118469,2024-09-20 09:40:00-04:00,482.91,482.813418,CONVERGENCE_NEXT_OPEN,-12.299999999998136,0.28700000000000003,7.922183999999447,8.209183999999448,-20.509183999997582,3,0.0
2024-09-20 10:22:00-04:00,SHORT,481.27,481.173746,41,absolute_qqq_points,0.75,0.0,0,0.82923719534881,0.001717985405131438,0.82923719534881,2024-09-20 12:18:00-04:00,481.29,481.386258,CONVERGENCE_NEXT_OPEN,-0.8200000000015848,0.28700000000000003,7.892991999998571,8.179991999998572,-8.999992000000157,116,1.7763568394002505e-15
2024-09-20 13:45:00-04:00,SHORT,481.8301,481.73373398,41,absolute_qqq_points,0.75,0.0,0,0.8130579117266166,0.0016844657158502359,0.8130579117266166,2024-09-20 15:59:00-04:00,482.42,482.516484,FORCED_EOD,-24.185900000000004,0.28700000000000003,7.9068508199991925,8.193850819999193,-32.379750819999195,134,0.0
2024-09-23 09:33:00-04:00,SHORT,482.1,482.00358000000006,41,absolute_qqq_points,0.75,0.0,0,1.1915436599343252,0.0024671173363445126,1.1915436599343252,2024-09-23 09:50:00-04:00,483.54,483.636708,CONVERGENCE_NEXT_OPEN,-59.03999999999991,0.28700000000000003,7.918247999997732,8.205247999997733,-67.24524799999764,17,0.0
2024-09-23 10:43:00-04:00,SHORT,483.2101,483.11345798,41,absolute_qqq_points,0.75,0.0,0,0.7858463564698468,0.001627112152866266,0.7858463564698468,2024-09-23 10:50:00-04:00,483.645,483.74172899999996,CONVERGENCE_NEXT_OPEN,-17.830899999998792,0.28700000000000003,7.9282118199988645,8.215211819998865,-26.046111819997655,7,0.0
2024-09-24 09:33:00-04:00,SHORT,484.045,483.948191,41,absolute_qqq_points,0.75,0.0,0,1.0852533364483747,0.0022392979045237392,1.0852533364483747,2024-09-24 12:02:00-04:00,486.03,486.12720599999994,CONVERGENCE_NEXT_OPEN,-81.38499999999823,0.28700000000000003,7.954614999999137,8.241614999999138,-89.62661499999737,149,0.0
2024-09-24 13:34:00-04:00,LONG,485.6,485.69712,41,absolute_qqq_points,0.75,0.0,0,-0.8365867291784639,-0.0017262023959607976,-0.8365867291784639,2024-09-24 15:31:00-04:00,484.78,484.683044,CONVERGENCE_NEXT_OPEN,-33.62000000000205,0.28700000000000003,7.957115999997484,8.244115999997485,-41.864115999999534,117,0.0
2024-09-25 09:36:00-04:00,LONG,486.08,486.177216,41,absolute_qqq_points,0.75,0.0,0,-0.9249572775630668,-0.0019062637104056523,-0.9249572775630668,2024-09-25 15:59:00-04:00,485.93,485.83281400000004,FORCED_EOD,-6.149999999999068,0.28700000000000003,7.970481999998697,8.257481999998697,-14.407481999997765,383,1.7763568394002505e-15
2024-09-26 09:38:00-04:00,LONG,492.2,492.29843999999997,40,absolute_qqq_points,0.75,0.0,0,-1.0217910838852617,-0.002073355553519107,-1.0217910838852617,2024-09-26 13:20:00-04:00,486.07,485.972786,CONVERGENCE_NEXT_OPEN,-245.19999999999982,0.28,7.826159999999618,8.106159999999617,-253.30615999999944,222,0.0
2024-09-27 09:39:00-04:00,SHORT,489.69,489.592062,40,absolute_qqq_points,0.75,0.0,0,0.8253513890186923,0.0016844937221027656,0.8253513890186923,2024-09-27 15:59:00-04:00,486.78,486.87735599999996,FORCED_EOD,116.400000000001,0.28,7.811759999999595,8.091759999999594,108.3082400000014,380,0.0
2024-09-30 09:33:00-04:00,LONG,486.85,486.94737000000003,41,absolute_qqq_points,0.75,0.0,0,-0.8413372049740815,-0.001732287112860523,-0.8413372049740815,2024-09-30 15:59:00-04:00,488.05,487.95239000000004,FORCED_EOD,49.199999999999534,0.28700000000000003,7.99417999999946,8.28117999999946,40.918820000000075,386,0.0
2024-10-01 10:38:00-04:00,SHORT,479.95,479.85401,41,absolute_qqq_points,0.75,0.0,0,0.8064293404376031,0.001652861228322925,0.8064293404376031,2024-10-01 15:59:00-04:00,481.17,481.266234,FORCED_EOD,-50.02000000000112,0.28700000000000003,7.881183999998086,8.168183999998087,-58.188183999999204,321,0.0
2024-10-02 09:36:00-04:00,SHORT,479.59,479.494082,41,absolute_qqq_points,0.75,0.0,0,1.530524012865385,0.0031896549117734823,1.530524012865385,2024-10-02 15:08:00-04:00,482.49,482.586498,CONVERGENCE_NEXT_OPEN,-118.9000000000014,0.28700000000000003,7.8890559999991865,8.176055999999187,-127.07605600000059,332,0.0
2024-10-03 09:47:00-04:00,LONG,481.779,481.87535579999997,41,absolute_qqq_points,0.75,0.0,0,-0.7996728785162759,-0.0016661222715540682,-0.7996728785162759,2024-10-03 10:20:00-04:00,482.53,482.433494,CONVERGENCE_NEXT_OPEN,30.79099999999903,0.28700000000000003,7.907333799997787,8.194333799997787,22.596666200001245,33,0.0
2024-10-04 09:39:00-04:00,SHORT,487.23,487.132554,41,absolute_qqq_points,0.75,0.0,0,0.8431958063843012,0.0017303778168735648,0.8431958063843012,2024-10-04 15:59:00-04:00,487.49,487.587498,FORCED_EOD,-10.659999999999627,0.28700000000000003,7.992703999998525,8.279703999998526,-18.93970399999815,380,0.0
2024-10-07 09:33:00-04:00,LONG,485.11,485.207022,41,absolute_qqq_points,0.75,0.0,0,-0.9115930262986467,-0.0018779469867303182,-0.9115930262986467,2024-10-07 09:57:00-04:00,485.1,485.00298000000004,CONVERGENCE_NEXT_OPEN,-0.4099999999996271,0.28700000000000003,7.955721999998673,8.242721999998674,-8.6527219999983,24,0.0
2024-10-07 10:35:00-04:00,LONG,486.22,486.317244,41,absolute_qqq_points,0.75,0.0,0,-0.7982321270839066,-0.0016444154074489962,-0.7982321270839066,2024-10-07 15:59:00-04:00,482.06,481.963588,FORCED_EOD,-170.56000000000103,0.28700000000000003,7.93989599999901,8.22689599999901,-178.78689600000004,324,0.0
2024-10-08 09:33:00-04:00,LONG,484.21,484.30684199999996,41,absolute_qqq_points,0.75,0.0,0,-1.0677504996934317,-0.002205412578112983,-1.0677504996934317,2024-10-08 15:59:00-04:00,489.33,489.232134,FORCED_EOD,209.9200000000002,0.28700000000000003,7.983027999999649,8.27002799999965,201.64997200000053,386,0.0
2024-10-09 09:44:00-04:00,SHORT,488.08,487.98238399999997,40,absolute_qqq_points,0.75,0.0,0,1.0576581485916563,0.002162678966550746,1.0576581485916563,2024-10-09 10:07:00-04:00,489.2267,489.32454534,CONVERGENCE_NEXT_OPEN,-45.86800000000039,0.28,7.818453600000339,8.098453600000338,-53.96645360000073,23,0.0
2024-10-09 12:00:00-04:00,SHORT,492.84,492.741432,40,absolute_qqq_points,0.75,0.0,0,0.8372414065497082,0.001711975067068319,0.8372414065497082,2024-10-09 15:59:00-04:00,493.17,493.268634,FORCED_EOD,-13.200000000001637,0.28,7.888080000000173,8.168080000000172,-21.36808000000181,239,0.0
2024-10-10 09:37:00-04:00,LONG,491.115,491.21322299999997,40,absolute_qqq_points,0.75,0.0,0,-1.0877608969982475,-0.002217029011142883,-1.0877608969982475,2024-10-10 15:59:00-04:00,492.6,492.50148,FORCED_EOD,59.400000000000546,0.28,7.869719999998779,8.149719999998778,51.250280000001766,382,0.0
2024-10-11 10:52:00-04:00,SHORT,492.21,492.111558,40,absolute_qqq_points,0.75,0.0,0,0.8578606609846702,0.0017492174365043214,0.8578606609846702,2024-10-11 15:59:00-04:00,493.34,493.43866799999995,FORCED_EOD,-45.19999999999982,0.28,7.884399999998095,8.164399999998095,-53.364399999997914,307,0.0
2024-10-14 09:36:00-04:00,LONG,496.8,496.89936,40,absolute_qqq_points,0.75,0.0,0,-0.9036279096558246,-0.0018223080840862362,-0.9036279096558246,2024-10-14 15:59:00-04:00,497.47,497.37050600000003,CONVERGENCE_NEXT_OPEN,26.800000000000637,0.28,7.9541599999993196,8.234159999999319,18.565840000001316,383,0.0
2024-10-15 09:33:00-04:00,LONG,497.88,497.979576,40,absolute_qqq_points,0.75,0.0,0,-0.868055223585884,-0.001744659277631939,-0.868055223585884,2024-10-15 10:11:00-04:00,497.2,497.10056,CONVERGENCE_NEXT_OPEN,-27.200000000000273,0.28,7.960640000001149,8.240640000001148,-35.44064000000142,38,0.0
2024-10-15 10:16:00-04:00,SHORT,496.31,496.210738,40,absolute_qqq_points,0.75,0.0,0,1.3118082921523637,0.002636535608787755,1.3118082921523637,2024-10-15 14:16:00-04:00,490.99,491.088198,CONVERGENCE_NEXT_OPEN,212.79999999999973,0.28,7.898399999999128,8.178399999999128,204.6216000000006,240,0.0
2024-10-15 15:22:00-04:00,LONG,489.88,489.977976,40,absolute_qqq_points,0.75,0.0,0,-0.7630524150590077,-0.0015336195659913596,-0.7630524150590077,2024-10-15 15:59:00-04:00,490.78,490.68184399999996,FORCED_EOD,35.99999999999909,0.28,7.845280000001367,8.125280000001366,27.874719999997723,37,0.0
2024-10-16 09:34:00-04:00,LONG,490.45,490.54809,40,absolute_qqq_points,0.75,0.0,0,-0.8125217892753085,-0.0016551339130906847,-0.8125217892753085,2024-10-16 09:58:00-04:00,487.9,487.80242,CONVERGENCE_NEXT_OPEN,-102.00000000000045,0.28,7.826800000000276,8.106800000000275,-110.10680000000073,24,0.0
2024-10-16 10:27:00-04:00,LONG,490.7,490.79814,40,absolute_qqq_points,0.75,0.0,0,-0.8222085805476809,-0.0016748662291411604,-0.8222085805476809,2024-10-16 15:59:00-04:00,490.93,490.831814,FORCED_EOD,9.200000000000728,0.28,7.8530399999999645,8.133039999999964,1.066960000000763,332,6.661338147750939e-16
2024-10-17 09:39:00-04:00,SHORT,492.58,492.481484,40,absolute_qqq_points,0.75,0.0,0,0.7964940324537793,0.0016065149205385567,0.7964940324537793,2024-10-17 09:50:00-04:00,494.11,494.208822,CONVERGENCE_NEXT_OPEN,-61.20000000000118,0.28,7.893519999997807,8.173519999997806,-69.37351999999899,11,0.0
2024-10-17 10:10:00-04:00,SHORT,491.81,491.711638,40,absolute_qqq_points,0.75,0.0,0,1.0783062528529967,0.0021749253773835284,1.0783062528529967,2024-10-17 10:20:00-04:00,492.96,493.058592,CONVERGENCE_NEXT_OPEN,-45.99999999999909,0.28,7.878160000000207,8.158160000000207,-54.1581599999993,10,0.0
2024-10-18 09:34:00-04:00,LONG,493.71,493.808742,40,absolute_qqq_points,0.75,0.0,0,-0.7589068953079163,-0.0015370888852366785,-0.7589068953079163,2024-10-18 09:36:00-04:00,493.71,493.61125799999996,CONVERGENCE_NEXT_OPEN,0.0,0.28,7.899360000001252,8.179360000001251,-8.179360000001251,2,0.0
2024-10-18 09:49:00-04:00,SHORT,494.29,494.191142,40,absolute_qqq_points,0.75,0.0,0,0.868733885289771,0.001759532305692799,0.868733885289771,2024-10-18 10:06:00-04:00,494.74,494.838948,CONVERGENCE_NEXT_OPEN,-17.999999999999545,0.28,7.9122400000005655,8.192240000000565,-26.192240000000112,17,0.0
2024-10-18 10:32:00-04:00,SHORT,494.92,494.82101600000004,40,absolute_qqq_points,0.75,0.0,0,0.7736735442596228,0.0015669972338314493,0.7736735442596228,2024-10-18 11:44:00-04:00,494.5888,494.68771776,CONVERGENCE_NEXT_OPEN,13.248000000000957,0.28,7.916070399999171,8.19607039999917,5.0519296000017855,72,8.881784197001252e-16
2024-10-18 14:03:00-04:00,LONG,494.27,494.368854,40,absolute_qqq_points,0.75,0.0,0,-0.8019358782815971,-0.0016242397226856062,-0.8019358782815971,2024-10-18 15:57:00-04:00,494.51,494.411098,CONVERGENCE_NEXT_OPEN,9.600000000000364,0.28,7.9102400000010675,8.190240000001067,1.4097599999992962,114,6.661338147750939e-16
2024-10-21 09:33:00-04:00,SHORT,493.52,493.421296,40,absolute_qqq_points,0.75,0.0,0,0.9674896609963639,0.001958996620560801,0.9674896609963639,2024-10-21 09:36:00-04:00,493.87,493.968774,CONVERGENCE_NEXT_OPEN,-14.00000000000091,0.28,7.899119999999584,8.179119999999584,-22.179120000000495,3,0.0
