config_key,basis,window,threshold,hook,stop_pct,rr,trades,gross_pnl,commission,slippage,costs,net_pnl,net_return_pct,net_sharpe,max_drawdown_pct,max_drawdown_usd,win_rate_pct,profit_factor,reconciliation_error
z_w30_t1.5_h0,z,30,1.5,0.0,0.0025,2.0,1378,2307.4120337499635,388.269,10884.928122988025,11273.197122988026,-8965.785089238061,-8.96578508923806,-4.059310019509648,9.101879157382854,9115.50663120528,37.15529753265602,0.8086272568335012,0.0
z_w30_t1.5_h0,z,30,1.5,0.0,0.0025,3.0,1097,2998.298726250023,309.736,8665.56467872689,8975.300678726891,-5977.001952476868,-5.977001952476868,-2.436480632266784,6.483246292326483,6506.046411502175,31.996353691886963,0.8522824106475667,0.0
z_w30_t1.5_h0,z,30,1.5,0.0,0.005,0.5,1396,69.87679625001522,392.67900000000003,11029.088846653947,11421.767846653947,-11351.891050403932,-11.351891050403932,-4.381662660020774,11.69942800723317,11738.06650016563,61.46131805157593,0.7513519917159885,0.0
z_w30_t1.5_h0,z,30,1.5,0.0,0.005,0.75,1084,2746.388495750063,305.66200000000003,8562.523225344206,8868.185225344207,-6121.7967295941435,-6.121796729594144,-2.336029882565759,6.794551055712206,6843.593935377881,54.79704797047971,0.8545787968526539,0.0
z_w30_t1.5_h0,z,30,1.5,0.0,0.005,1.0,893,2326.8474395000267,252.35000000000002,7053.5458480129655,7305.895848012966,-4979.048408512939,-4.97904840851294,-1.8152126057604125,5.974163080020423,6037.390141067124,50.27995520716685,0.8723460046258366,0.0
z_w30_t1.5_h0,z,30,1.5,0.0,0.005,1.5,717,1596.8929147500594,202.587,5663.885781658991,5866.472781658991,-4269.579866908931,-4.2695798669089315,-1.531499733535539,4.976769749224119,5013.8082839484705,43.375174337517436,0.8821074750844998,0.0
z_w30_t1.5_h0,z,30,1.5,0.0,0.005,2.0,604,3433.936421000052,170.247,4769.751488381695,4939.998488381695,-1506.0620673816434,-1.5060620673816434,-0.5089403596586063,2.794895396686159,2808.3266897701396,42.05298013245033,0.9518209114216676,9.094947017729282e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.005,3.0,511,3994.9234165000394,143.55599999999998,4035.5587725072724,4179.114772507272,-184.191356007232,-0.184191356007232,-0.045548094501287495,2.422080429170248,2477.629341778782,40.11741682974559,0.9932427530416827,-1.0231815394945443e-12
z_w30_t1.5_h0,z,30,1.5,0.0,0.0075,0.5,871,4592.518517000053,245.329,6880.8634827914175,7126.192482791417,-2533.673965791365,-2.533673965791365,-0.9428347689005677,3.301017006543794,3324.5157620537357,61.079219288174514,0.9277631084322577,9.094947017729282e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.0075,0.75,666,3307.6519461250264,188.27200000000002,5261.201969453899,5449.473969453899,-2141.822023328873,-2.141822023328873,-0.7297573841610728,3.135368870567723,3149.3100992959953,53.753753753753756,0.9348429054421142,0.0
z_w30_t1.5_h0,z,30,1.5,0.0,0.0075,1.0,575,1664.711061750037,162.45600000000002,4543.090412871286,4705.5464128712865,-3040.835351121248,-3.040835351121248,-1.019407434587786,4.7974907537682965,4886.012979899533,48.69565217391305,0.9060038212102872,-1.3642420526593924e-12
z_w30_t1.5_h0,z,30,1.5,0.0,0.0075,1.5,461,3694.4565762500406,129.836,3642.1367843127673,3771.9727843127675,-77.51620806272638,-0.07751620806272638,-0.01047443424641544,2.435033347805493,2487.4894494635228,45.98698481561822,0.9970836078742131,-5.684341886080801e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.0075,2.0,403,4291.567040000027,112.70000000000002,3183.2861169851603,3295.98611698516,995.5809230148672,0.9955809230148672,0.35683450008560264,2.3273797357057147,2400.180837148524,45.90570719602978,1.042662661440797,-1.1368683772161603e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.0075,3.0,375,3260.4884495000233,104.42599999999999,2962.377862715696,3066.803862715696,193.68458678432694,0.19368458678432696,0.08056626294786595,2.4731212126612223,2516.796151567003,43.733333333333334,1.0085411137231317,2.2737367544323206e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.01,0.5,637,2554.0853770000244,179.80900000000003,5030.687638268842,5210.496638268843,-2656.4112612688177,-2.656411261268818,-0.8581370401860586,4.46195776181364,4489.863604101643,58.55572998430141,0.9156703964682699,-4.547473508864641e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.01,0.75,507,2316.8183455000176,143.22000000000003,4005.114733448003,4148.334733448003,-1831.5163879479842,-1.831516387947984,-0.5917118908672524,4.475913441874857,4571.28916180454,52.071005917159766,0.9390859009282403,-9.094947017729282e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.01,1.0,427,4523.128750000036,120.14100000000002,3372.9140122336717,3493.0550122336717,1030.073737766364,1.030073737766364,0.3435932618133806,3.261521176838378,3330.1122608701553,51.99063231850117,1.0404436176997092,9.094947017729282e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.01,1.5,356,2979.2903895000304,99.519,2811.433682982225,2910.9526829822253,68.3377065178056,0.0683377065178056,0.03742102203033443,3.4407355961674213,3533.1491207133367,48.87640449438202,1.0030437116695368,0.0
z_w30_t1.5_h0,z,30,1.5,0.0,0.01,2.0,337,2715.9628720000246,94.01700000000001,2661.229887507351,2755.246887507351,-39.284015507326785,-0.03928401550732678,0.004772863731376429,4.403426322216475,4515.062412308151,48.367952522255194,0.9982154908600195,4.547473508864641e-13
z_w30_t1.5_h0,z,30,1.5,0.0,0.01,3.0,324,2899.660050000034,90.125,2558.5211432749593,2648.6461432749593,251.01390672507523,0.25101390672507523,0.0980516439107273,3.4912541371106665,3578.9057891377597,47.53086419753087,1.0117938160736397,-4.547473508864641e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0015,0.5,4547,-1148.988586496642,1256.6680000000001,35919.45430085779,37176.12230085779,-38325.11088735443,-38.32511088735443,-21.71760375251737,38.23594031116474,38180.73796782984,65.07587420277106,0.3385323634532887,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0015,0.75,3944,1174.267170192975,1093.4140000000002,31157.060481322304,32250.474481322304,-31076.20731112933,-31.076207311129327,-16.769988818027727,30.965773733222292,30916.23799753077,56.69371196754563,0.5010370032735946,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0015,1.0,3474,1884.679397150097,965.6360000000001,27442.495478672718,28408.131478672716,-26523.452081522617,-26.52345208152262,-13.657857905299766,26.41442743668564,26375.2917274761,50.11514104778354,0.5806834118901064,-3.637978807091713e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0015,1.5,2838,2930.8665400749587,791.182,22416.701499963907,23207.883499963908,-20277.016959888944,-20.277016959888943,-10.373363752942087,20.227735167318105,20215.238856090335,41.2262156448203,0.6671363612584655,-3.637978807091713e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0015,2.0,2446,4161.6620995000485,683.669,19322.542747591262,20006.211747591264,-15844.549648091212,-15.84454964809121,-7.649741075026467,15.671107230370495,15638.875872444085,35.93622240392477,0.7237089365735999,-1.8189894035458565e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0015,3.0,1934,2492.6878309000476,542.367,15277.59467624006,15819.96167624006,-13327.273845340012,-13.327273845340013,-6.168353871074726,13.137311251998085,13108.580875919011,29.110651499482938,0.7362374856031335,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0025,0.5,3020,1544.4787366725302,841.442,23856.645986454987,24698.087986454986,-23153.609249782457,-23.15360924978246,-11.397729528762381,23.212221308947612,23229.939181659996,65.16556291390728,0.5820182537485373,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0025,0.75,2432,4206.36618731248,679.3850000000001,19211.28542886992,19890.67042886992,-15684.304241557438,-15.684304241557436,-8.029671655936694,15.741367807449869,15752.028538056853,57.07236842105263,0.7146433271254143,-1.8189894035458565e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0025,1.0,2056,5404.2320139999665,575.7570000000001,16241.246857613412,16817.003857613414,-11412.771843613447,-11.412771843613449,-5.417243438700826,11.470595924861149,11478.088087240962,51.264591439688715,0.7848274379789225,1.8189894035458565e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0025,1.5,1621,5830.277211874962,454.96500000000003,12803.305647085452,13258.270647085452,-7427.99343521049,-7.427993435210491,-3.24060071590064,7.673252158767219,7693.635547914906,43.61505243676743,0.8482570980691082,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0025,2.0,1346,5278.946490000011,378.78400000000005,10631.275252551033,11010.059252551033,-5731.1127625510235,-5.731112762551024,-2.2286751539298373,5.5408803208757185,5529.721470401026,38.41010401188708,0.8714633270859952,1.8189894035458565e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0025,3.0,1058,4450.521977000033,298.116,8358.717810704034,8656.833810704034,-4206.311833704001,-4.206311833704001,-1.615932390674109,4.461769006647732,4454.989954186502,33.0812854442344,0.8904805498082964,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.005,0.5,1385,4215.830987749967,389.40999999999997,10941.731862232999,11331.141862232998,-7115.310874483033,-7.115310874483033,-3.0757581744031817,7.709086412822163,7758.684653396005,63.6101083032491,0.8311886845971694,1.8189894035458565e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.005,0.75,1057,3467.124353249982,297.822,8350.986211602996,8648.808211602996,-5181.683858353015,-5.181683858353015,-2.156356838406383,5.697769367826567,5728.951410789334,54.68306527909177,0.8703128615074429,9.094947017729282e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.005,1.0,887,4507.575593999996,250.74700000000004,7007.49042630541,7258.237426305411,-2750.6618323054145,-2.7506618323054144,-0.9997105019583498,3.301554130893858,3320.3631275404477,50.732807215332585,0.9260304130901323,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.005,1.5,675,3553.6306654999976,190.29500000000002,5333.749615484517,5524.044615484517,-1970.413949984519,-1.9704139499845188,-0.7242350709118974,3.171873997695185,3211.2311560121016,44.888888888888886,0.9391977182185637,-2.2737367544323206e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.005,2.0,590,4037.168077999992,166.103,4660.734409746086,4826.837409746086,-789.6693317460961,-0.789669331746096,-0.27860055776965054,2.196437151499353,2228.029835986992,42.03389830508474,0.9733673626903746,1.5916157281026244e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.005,3.0,500,2402.443834499979,140.238,3950.369030036477,4090.6070300364768,-1688.1631955364985,-1.6881631955364986,-0.5982189656250537,3.1439208127969853,3191.174291460382,40.2,0.9357705486517065,6.821210263296962e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0075,0.5,874,1421.2251942499759,246.30200000000002,6905.650812016978,7151.952812016978,-5730.727617767001,-5.730727617767001,-2.1100559648115564,6.3925887840898366,6432.180320599189,59.382151029748286,0.8458044083631644,-1.8189894035458565e-12
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0075,0.75,666,473.9951108749942,188.279,5261.982307419143,5450.261307419143,-4976.266196544148,-4.976266196544148,-1.7601294769336662,5.725888270005807,5771.417760112963,52.552552552552555,0.8559169437522474,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0075,1.0,558,-12.8018474999717,157.52100000000002,4409.962210113832,4567.483210113832,-4580.2850576138035,-4.5802850576138034,-1.5592257210266356,5.3878692331792095,5433.858662837607,47.67025089605735,0.8573639823160013,0.0
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0075,1.5,450,2923.3474928750056,126.72800000000001,3556.563787875789,3683.291787875789,-759.9442950007826,-0.7599442950007826,-0.24063577593549168,2.469241897865404,2500.6351970168616,46.22222222222222,0.9710085375264197,-6.821210263296962e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0075,2.0,407,3315.199807749987,114.22600000000001,3216.4917117153136,3330.7177117153137,-15.51790396532624,-0.015517903965326242,0.009911428502815936,2.586412120604664,2639.5239447355707,45.94594594594595,0.999357609688302,-4.547473508864641e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.0075,3.0,379,2823.558304500002,105.875,2994.7591998019843,3100.6341998019843,-277.0758953019824,-0.27707589530198246,-0.07269582193864116,3.2939960436522586,3370.7758318510896,44.327176781002635,0.9880731575041293,2.2737367544323206e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.01,0.5,624,5165.236673500036,176.127,4928.532172618955,5104.659172618955,60.57750088108105,0.06057750088108105,0.03547700569106638,3.336516170641446,3423.9869130954175,59.77564102564102,1.002083223988901,-4.547473508864641e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.01,0.75,485,1057.0684960000096,136.668,3832.090817161802,3968.758817161802,-2911.690321161793,-2.911690321161793,-0.943335316605063,5.042599890706012,5131.595152475842,51.75257731958764,0.8988170185068186,4.547473508864641e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.01,1.0,421,4217.120721999998,118.35600000000001,3325.955198983238,3444.3111989832382,772.8095230167598,0.7728095230167599,0.2770409882228041,3.1417418670805275,3236.4149411313265,51.06888361045131,1.0310780232016565,2.2737367544323206e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.01,1.5,355,3417.165582999996,99.435,2804.9953797959047,2904.4303797959046,512.7352032040922,0.5127352032040922,0.16654564112809234,3.942252653041156,4065.8102279595623,50.140845070422536,1.0234230034023994,-9.094947017729282e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.01,2.0,336,3994.411602000011,93.80000000000001,2654.729146516518,2748.5291465165183,1245.8824554834923,1.2458824554834924,0.3733044881069242,4.012363597761215,4141.029682474546,49.702380952380956,1.0590100674210905,4.547473508864641e-13
z_w30_t1.5_h0.15,z,30,1.5,0.15,0.01,3.0,322,3819.7462740000087,89.691,2543.964972462135,2633.6559724621347,1186.0903015378747,1.1860903015378745,0.36066536807066946,3.419622110033693,3527.0644751345535,49.06832298136646,1.0578951971803194,-6.821210263296962e-13
z_w30_t2_h0,z,30,2.0,0.0,0.0015,0.5,3027,-1673.3190513250229,834.729,23913.183921632008,24747.912921632007,-26421.23197295703,-26.42123197295703,-19.527227271505037,26.349181728047423,26323.405164511307,64.28807400066073,0.32818478193398615,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0015,0.75,2672,-1166.97654107497,738.8430000000001,21109.176766635166,21848.019766635167,-23014.996307710135,-23.014996307710135,-15.820858514077374,22.987730751839074,22978.84091183629,54.977544910179645,0.47043623296935205,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0015,1.0,2413,-685.4484929000155,668.066,19061.952040427095,19730.018040427094,-20415.46653332711,-20.415466533327113,-12.32262160983871,20.436573255850522,20440.759195967636,48.44591794446747,0.5460793886484177,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0015,1.5,2081,959.3216320498868,577.5699999999999,16438.632239089304,17016.202239089303,-16056.88060703942,-16.05688060703942,-9.789121028710955,16.19648531010036,16207.45238663815,40.26910139356079,0.642735710326146,3.637978807091713e-12
z_w30_t2_h0,z,30,2.0,0.0,0.0015,2.0,1813,1466.3234744999077,504.88900000000007,14322.218447384344,14827.107447384344,-13360.783972884437,-13.360783972884438,-7.497090056985371,13.41068486730096,13418.413363231331,34.80419194704909,0.6876454857085929,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0015,3.0,1521,430.2775392499957,424.83000000000004,12015.835832464814,12440.665832464814,-12010.388293214819,-12.010388293214818,-6.607316913067264,12.18087594597872,12201.725488214215,28.270874424720578,0.6978122843443751,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0025,0.5,2138,-847.1561297500302,593.768,16890.80207569372,17484.57007569372,-18331.72620544375,-18.33172620544375,-11.714904511750442,18.30938251630586,18302.925730650008,63.61085126286249,0.5480078055619624,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0025,0.75,1792,-1369.08241974997,498.52600000000007,14158.103109700402,14656.629109700401,-16025.711529450373,-16.025711529450373,-9.284746369509708,15.978250394899796,15969.224804556346,53.96205357142857,0.6276021627096974,1.8189894035458565e-12
z_w30_t2_h0,z,30,2.0,0.0,0.0025,1.0,1569,315.2303597500063,437.24800000000005,12394.698072179075,12831.946072179075,-12516.715712429064,-12.516715712429063,-7.012190033332906,12.415760662665232,12401.449483564531,48.43849585723391,0.7022849134822367,-3.637978807091713e-12
z_w30_t2_h0,z,30,2.0,0.0,0.0025,1.5,1289,-244.51711674997262,360.33900000000006,10184.18550952261,10544.52450952261,-10789.041626272581,-10.789041626272581,-5.558168732693191,10.955446692189808,10975.920059299242,40.18619084561676,0.7339932081799723,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0025,2.0,1099,-1143.408509250022,307.622,8683.474416686086,8991.096416686085,-10134.504925936108,-10.134504925936108,-4.883517885009771,10.210476069439489,10217.429647901954,35.3958143767061,0.7314111811257064,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0025,3.0,923,-2148.389912750014,258.5450000000001,7292.593567397246,7551.138567397246,-9699.528480147259,-9.699528480147258,-4.654383237846915,9.85217044342528,9864.864080433603,30.119176598049833,0.7188918280421658,-1.8189894035458565e-12
z_w30_t2_h0,z,30,2.0,0.0,0.005,0.5,1111,-1161.4528087499807,311.06600000000003,8778.721740812016,9089.787740812017,-10251.240549561993,-10.251240549561993,-4.806835854093711,10.029123215981695,10004.363625028389,59.22592259225923,0.7173664505423856,-3.637978807091713e-12
z_w30_t2_h0,z,30,2.0,0.0,0.005,0.75,888,-1729.1922337499602,249.59200000000004,7017.260026383996,7266.8520263839955,-8996.044260133956,-8.996044260133957,-3.8757517660694707,8.686257088159156,8656.788456904105,50.45045045045045,0.749497183589672,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.005,1.0,762,-1533.7515544999778,214.55700000000002,6022.383119178616,6236.9401191786155,-7770.691673678592,-7.770691673678592,-2.956459773444687,8.037368077530282,8060.675113992169,46.3254593175853,0.7740979517641344,-9.094947017729282e-13
z_w30_t2_h0,z,30,2.0,0.0,0.005,1.5,611,-2636.1955542499654,172.15800000000002,4828.656834857551,5000.814834857551,-7637.010389107517,-7.637010389107517,-2.8806066181420262,8.514894698805742,8576.193066128573,39.44353518821604,0.7583156091611652,9.094947017729282e-13
z_w30_t2_h0,z,30,2.0,0.0,0.005,2.0,544,387.4240535000472,152.775,4299.330315880832,4452.105315880832,-4064.6812623807864,-4.064681262380787,-1.3444141796615057,5.817769349216528,5894.16102801355,39.338235294117645,0.8559807574763747,1.3642420526593924e-12
z_w30_t2_h0,z,30,2.0,0.0,0.005,3.0,487,-2099.2311289999443,136.605,3849.3698806659786,3985.9748806659786,-6085.206009665924,-6.085206009665924,-2.017111216973981,7.181217279963992,7235.343925685971,35.728952772073924,0.7743867896239949,1.8189894035458565e-12
z_w30_t2_h0,z,30,2.0,0.0,0.0075,0.5,730,300.0859102500317,205.317,5768.093231733961,5973.410231733961,-5673.32432148393,-5.67332432148393,-2.162472364608817,5.42239234370806,5408.005728643446,57.397260273972606,0.8149773795860134,9.094947017729282e-13
z_w30_t2_h0,z,30,2.0,0.0,0.0075,0.75,590,2091.7717413124865,166.222,4663.0550237486195,4829.277023748619,-2737.505282436133,-2.737505282436133,-1.0095826573512943,3.407731491035304,3427.7070511887578,50.847457627118644,0.9037848868652599,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0075,1.0,489,987.1846447500252,137.71800000000002,3864.2430652810613,4001.961065281061,-3014.7764205310364,-3.014776420531036,-1.0457820158715725,4.908282743398196,4985.811983440333,46.421267893660534,0.8871265671302571,4.547473508864641e-13
z_w30_t2_h0,z,30,2.0,0.0,0.0075,1.5,415,2636.833689500021,116.52200000000002,3279.3930332637583,3395.9150332637582,-759.0813437637371,-0.759081343763737,-0.22586516676405133,3.658055700212537,3731.694527768079,44.81927710843374,0.9672117387202749,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.0075,2.0,379,2812.9965260000204,106.25300000000001,2995.330425095982,3101.583425095982,-288.58689909596023,-0.28858689909596025,-0.07789402601190204,3.225046790208852,3304.5151797605795,43.79947229551451,0.986813825139215,-1.3642420526593924e-12
z_w30_t2_h0,z,30,2.0,0.0,0.0075,3.0,358,3844.8066885000244,100.058,2829.058477648513,2929.116477648513,915.6902108515112,0.9156902108515111,0.3208165731065134,2.340617189833616,2405.4358583238063,43.296089385474865,1.0435643754757553,2.2737367544323206e-13
z_w30_t2_h0,z,30,2.0,0.0,0.01,0.5,552,2033.7019240000022,155.26,4362.6240450350915,4517.884045035092,-2484.182121035089,-2.484182121035089,-0.9037423652017278,4.1854100715050695,4259.72377052666,55.61594202898551,0.9051165465122026,0.0
z_w30_t2_h0,z,30,2.0,0.0,0.01,0.75,431,1557.9342235000192,121.00200000000001,3405.769681844631,3526.771681844631,-1968.8374583446102,-1.9688374583446102,-0.6585556256270539,4.145183231455551,4221.219545067608,49.187935034802784,0.9185191293813617,-1.5916157281026244e-12
z_w30_t2_h0,z,30,2.0,0.0,0.01,1.0,388,1333.0337210000032,108.584,3065.983976615459,3174.567976615459,-1841.5342556154555,-1.8415342556154555,-0.49836727268294173,5.419727477066849,5519.069132472301,47.42268041237113,0.9199552159874738,-4.547473508864641e-13
z_w30_t2_h0,z,30,2.0,0.0,0.01,1.5,341,572.6147334999982,95.403,2694.94117717059,2790.34417717059,-2217.729443670591,-2.217729443670591,-0.6053012724633711,5.036613019217184,5145.913495584638,44.868035190615835,0.8972382817116752,-4.547473508864641e-13
z_w30_t2_h0,z,30,2.0,0.0,0.01,2.0,327,1263.1406679999886,91.308,2584.106991003715,2675.414991003715,-1412.2743230037254,-1.4122743230037254,-0.3713485611696978,4.778860271591256,4870.422533037738,44.342507645259936,0.9323550684291212,-9.094947017729282e-13
z_w30_t2_h0,z,30,2.0,0.0,0.01,3.0,315,284.20449900000176,87.745,2489.0847639575204,2576.8297639575203,-2292.6252649575185,-2.2926252649575187,-0.6334490664557851,5.001715407292895,5092.434256891531,43.492063492063494,0.8877106125532611,0.0
z_w30_t2_h0.15,z,30,2.0,0.15,0.0015,0.5,2925,-1585.1229126966018,805.5250000000001,23106.022879195516,23911.547879195517,-25496.670791892117,-25.496670791892118,-20.48056611049976,25.504622647511265,25507.34508592452,63.82905982905983,0.32660418985988976,0.0
z_w30_t2_h0.15,z,30,2.0,0.15,0.0015,0.75,2612,-54.63643119463154,721.329,20633.232485557422,21354.561485557424,-21409.197916752055,-21.409197916752053,-15.546695503367108,21.482006544547648,21501.92650620194,55.666156202143945,0.48539428913508065,0.0
z_w30_t2_h0.15,z,30,2.0,0.15,0.0015,1.0,2367,-269.47014259991965,654.738,18697.112148039494,19351.850148039495,-19621.320290639414,-19.621320290639417,-13.862602501681504,19.648583876999282,19655.250727307925,48.584706379383185,0.5511914452162883,0.0
z_w30_t2_h0.15,z,30,2.0,0.15,0.0015,1.5,2041,2526.9575806748885,566.076,16120.364993318719,16686.44099331872,-14159.483412643829,-14.159483412643828,-8.897668587805802,14.130107866826247,14125.274046487844,41.450269475747184,0.6713918667950207,-1.8189894035458565e-12
z_w30_t2_h0.15,z,30,2.0,0.15,0.0015,2.0,1797,1913.8342573999594,500.15000000000003,14193.1195267201,14693.2695267201,-12779.43526932014,-12.77943526932014,-7.714687993843709,12.679272313761636,12664.728305449651,35.16972732331664,0.6956731395154109,0.0
z_w30_t2_h0.15,z,30,2.0,0.15,0.0015,3.0,1493,-76.14593635002848,416.675,11792.36644299142,12209.04144299142,-12285.187379341449,-12.28518737934145,-6.719591743031583,12.219059010781752,12206.569011572967,27.99732083054253,0.6869620899094583,0.0
z_w30_t2_h0.15,z,30,2.0,0.15,0.0025,0.5,2088,-205.43714707749064,579.3480000000001,16492.84530033442,17072.19330033442,-17277.630447411902,-17.2776304474119,-10.96226152108273,17.530271035024114,17583.97386672822,63.64942528735632,0.5565695615143962,-7.275957614183426e-12
z_w30_t2_h0.15,z,30,2.0,0.15,0.0025,0.75,1789,1570.7711595000046,497.252,14130.958950573511,14628.210950573512,-13057.439791073506,-13.057439791073506,-7.836443029251498,12.893325679757995,12869.03389382601,55.61766349916154,0.6817792537915182,0.0
z_w30_t2_h0.15,z,30,2.0,0.15,0.0025,1.0,1537,2537.1636869999634,428.2950000000001,12139.78392683465,12568.07892683465,-10030.915239834689,-10.030915239834687,-5.440494604719423,10.114231403700124,10123.606402369696,49.64216005204945,0.748219235460116,1.8189894035458565e-12
z_w30_t2_h0.15,z,30,2.0,0.15,0.0025,1.5,1268,2317.7467434999962,354.242,10015.251187815276,10369.493187815277,-8051.746444315281,-8.051746444315281,-3.890996214542466,8.052333252421729,8052.384642245917,41.6403785488959,0.7917523044452225,9.094947017729282e-13
