portfolio_symbol,symbol,lead_symbol,signal_time,entry_time,exit_time,direction,entry_z,signal_target_close,signal_target_vwap,signal_qqq_close,signal_qqq_vwap,signal_fair_target,entry_reference,entry_price,exit_reference,exit_price,shares,notional_usd,stop_usd_per_share,target_usd_per_share,gross_risk_usd,gross_reward_usd,reward_to_risk,stop_price,target_price,exit_reason,duration_bars,gross_pnl,slippage,commissions,costs,net_pnl,portfolio_gross_pnl,portfolio_slippage,portfolio_commissions,portfolio_costs,portfolio_net_pnl
NVDA,NVDA,QQQ,2025-09-04 11:10:00-04:00,2025-09-04 11:11:00-04:00,2025-09-04 15:57:00-04:00,LONG,-2.7735306417,170.3651000000,170.5262297498,571.8300000000,570.8328093708,170.9632581658,170.3677000000,170.4017735400,171.6177000000,171.5833764600,117,19937.0075041800,5.2500000000,1.2500000000,614.2500000000,146.2500000000,0.2380952381,165.1177000000,171.6177000000,TAKE_PROFIT_BRACKET,286,146.2500000000,8.0024583600,0.8190000000,8.8214583600,137.4285416400,36.5625000000,2.0006145900,0.2047500000,2.2053645900,34.3571354100
NVDA,NVDA,QQQ,2025-09-04 15:57:00-04:00,2025-09-04 15:58:00-04:00,2025-09-04 15:59:00-04:00,SHORT,3.8921117054,171.6750000000,170.6517873646,575.4800000000,572.3468986021,172.0222751904,171.6600000000,171.6256680000,171.6400000000,171.6743280000,116,19908.5774880000,5.2500000000,1.2500000000,609.0000000000,145.0000000000,0.2380952381,176.9100000000,170.4100000000,FORCED_EOD,1,2.3200000000,7.9645600000,0.8120000000,8.7765600000,-6.4565600000,0.5800000000,1.9911400000,0.2030000000,2.1941400000,-1.6141400000
NVDA,NVDA,QQQ,2025-09-05 13:37:00-04:00,2025-09-05 13:38:00-04:00,2025-09-05 15:59:00-04:00,LONG,-2.5870456062,166.1300000000,166.2629484054,574.2600000000,576.0690611021,165.4664552730,166.1310000000,166.1642262000,167.0400000000,167.0065920000,120,19939.7071440000,5.2500000000,1.2500000000,630.0000000000,150.0000000000,0.2380952381,160.8810000000,167.3810000000,FORCED_EOD,141,109.0800000000,7.9961040000,0.8400000000,8.8361040000,100.2438960000,27.2700000000,1.9990260000,0.2100000000,2.2090260000,25.0609740000
NVDA,NVDA,QQQ,2025-09-08 11:48:00-04:00,2025-09-08 11:49:00-04:00,2025-09-08 15:59:00-04:00,LONG,-2.7496112006,169.3600000000,169.7910409862,579.7401000000,579.8338574006,169.7487785676,169.3600000000,169.3938720000,168.3700000000,168.3363260000,118,19988.4768960000,5.2500000000,1.2500000000,619.5000000000,147.5000000000,0.2380952381,164.1100000000,170.6100000000,FORCED_EOD,250,-116.8200000000,7.9704280000,0.8260000000,8.7964280000,-125.6164280000,-29.2050000000,1.9926070000,0.2065000000,2.1991070000,-31.4041070000
NVDA,NVDA,QQQ,2025-09-09 10:50:00-04:00,2025-09-09 10:51:00-04:00,2025-09-09 11:53:00-04:00,LONG,-2.6304935855,166.8400000000,168.2323273287,577.5490000000,578.8664730260,167.5991966805,166.8500000000,166.8833700000,168.1000000000,168.0663800000,119,19859.1210300000,5.2500000000,1.2500000000,624.7500000000,148.7500000000,0.2380952381,161.6000000000,168.1000000000,TAKE_PROFIT_BRACKET,62,148.7500000000,7.9718100000,0.8330000000,8.8048100000,139.9451900000,37.1875000000,1.9929525000,0.2082500000,2.2012025000,34.9862975000
NVDA,NVDA,QQQ,2025-09-09 12:56:00-04:00,2025-09-09 12:57:00-04:00,2025-09-09 15:17:00-04:00,LONG,-2.6656533466,168.3400000000,168.1280090900,579.3520000000,578.7604446240,168.4121653204,168.3450000000,168.3786690000,169.5950000000,169.5610810000,118,19868.6829420000,5.2500000000,1.2500000000,619.5000000000,147.5000000000,0.2380952381,163.0950000000,169.5950000000,TAKE_PROFIT_BRACKET,140,147.5000000000,7.9753840000,0.8260000000,8.8013840000,138.6986160000,36.8750000000,1.9938460000,0.2065000000,2.2003460000,34.6746540000
NVDA,NVDA,QQQ,2025-09-10 11:40:00-04:00,2025-09-10 11:41:00-04:00,2025-09-10 15:59:00-04:00,LONG,-2.7974791555,178.1200000000,177.7607295794,582.4900000000,582.5606832129,177.7161146374,178.1250000000,178.1606250000,177.3000000000,177.2645400000,112,19953.9900000000,5.2500000000,1.2500000000,588.0000000000,140.0000000000,0.2380952381,172.8750000000,179.3750000000,FORCED_EOD,258,-92.4000000000,7.9615200000,0.7840000000,8.7455200000,-101.1455200000,-23.1000000000,1.9903800000,0.1960000000,2.1863800000,-25.2863800000
NVDA,NVDA,QQQ,2025-09-11 12:24:00-04:00,2025-09-11 12:25:00-04:00,2025-09-11 15:59:00-04:00,LONG,-2.5735176173,177.4551000000,178.0893442237,584.5600000000,583.5056536166,178.1537027624,177.4581000000,177.4935916200,177.0900000000,177.0545820000,112,19879.2822614400,5.2500000000,1.2500000000,588.0000000000,140.0000000000,0.2380952381,172.2081000000,178.7081000000,FORCED_EOD,214,-41.2272000000,7.9418774400,0.7840000000,8.7258774400,-49.9530774400,-10.3068000000,1.9854693600,0.1960000000,2.1814693600,-12.4882693600
NVDA,NVDA,QQQ,2025-09-12 11:29:00-04:00,2025-09-12 11:30:00-04:00,2025-09-12 15:59:00-04:00,LONG,-2.6060411698,177.6750000000,177.7512962662,586.1350000000,585.5185054651,177.7887272617,177.6650000000,177.7005330000,177.7900000000,177.7544420000,112,19902.4596960000,5.2500000000,1.2500000000,588.0000000000,140.0000000000,0.2380952381,172.4150000000,178.9150000000,FORCED_EOD,269,14.0000000000,7.9621920000,0.7840000000,8.7461920000,5.2538080000,3.5000000000,1.9905480000,0.1960000000,2.1865480000,1.3134520000
NVDA,NVDA,QQQ,2025-09-15 11:13:00-04:00,2025-09-15 11:14:00-04:00,2025-09-15 15:59:00-04:00,SHORT,3.3371765605,175.8100000000,175.4279117239,590.4300000000,589.8341372203,175.4633559128,175.8150000000,175.7798370000,177.7900000000,177.8255580000,113,19863.1215810000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,181.0650000000,174.5650000000,FORCED_EOD,285,-223.1750000000,7.9914730000,0.7910000000,8.7824730000,-231.9574730000,-55.7937500000,1.9978682500,0.1977500000,2.1956182500,-57.9893682500
NVDA,NVDA,QQQ,2025-09-16 11:03:00-04:00,2025-09-16 11:04:00-04:00,2025-09-16 15:59:00-04:00,LONG,-2.8311343805,176.0738000000,176.4395754408,590.8000000000,591.6741537456,176.3874402192,176.0600000000,176.0952120000,174.8600000000,174.8250280000,113,19898.7589560000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,170.8100000000,177.3100000000,FORCED_EOD,295,-135.6000000000,7.9307920000,0.7910000000,8.7217920000,-144.3217920000,-33.9000000000,1.9826980000,0.1977500000,2.1804480000,-36.0804480000
NVDA,NVDA,QQQ,2025-09-17 11:16:00-04:00,2025-09-17 11:17:00-04:00,2025-09-17 12:03:00-04:00,SHORT,2.8150470174,170.6000000000,170.7792662301,589.0300000000,589.7696252708,170.7364316535,170.6050000000,170.5708790000,169.3550000000,169.3888710000,117,19956.7928430000,5.2500000000,1.2500000000,614.2500000000,146.2500000000,0.2380952381,175.8550000000,169.3550000000,TAKE_PROFIT_BRACKET,46,146.2500000000,7.9550640000,0.8190000000,8.7740640000,137.4759360000,36.5625000000,1.9887660000,0.2047500000,2.1935160000,34.3689840000
NVDA,NVDA,QQQ,2025-09-17 13:42:00-04:00,2025-09-17 13:43:00-04:00,2025-09-17 14:11:00-04:00,SHORT,2.5341014922,171.0426000000,170.4579359347,589.2757000000,589.1905838634,170.4628609017,171.0483000000,171.0140903400,169.7983000000,169.8322596600,116,19837.6344794400,5.2500000000,1.2500000000,609.0000000000,145.0000000000,0.2380952381,176.2983000000,169.7983000000,TAKE_PROFIT_BRACKET,28,145.0000000000,7.9076411200,0.8120000000,8.7196411200,136.2803588800,36.2500000000,1.9769102800,0.2030000000,2.1799102800,34.0700897200
NVDA,NVDA,QQQ,2025-09-17 14:13:00-04:00,2025-09-17 14:14:00-04:00,2025-09-17 15:02:00-04:00,LONG,-2.9582088795,169.1250000000,170.4789896870,586.9600000000,589.2333682343,170.3474419707,169.1300000000,169.1638260000,170.3800000000,170.3459240000,118,19961.3314680000,5.2500000000,1.2500000000,619.5000000000,147.5000000000,0.2380952381,163.8800000000,170.3800000000,TAKE_PROFIT_BRACKET,48,147.5000000000,8.0124360000,0.8260000000,8.8384360000,138.6615640000,36.8750000000,2.0031090000,0.2065000000,2.2096090000,34.6653910000
NVDA,NVDA,QQQ,2025-09-18 11:52:00-04:00,2025-09-18 11:53:00-04:00,2025-09-18 15:59:00-04:00,SHORT,2.5354555862,175.5350000000,174.9952296556,596.1891000000,596.1300963923,175.0391482211,175.5200000000,175.4848960000,174.2700000000,174.3048540000,113,19829.7932480000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,180.7700000000,174.2700000000,TAKE_PROFIT_BRACKET,246,141.2500000000,7.9052540000,0.7910000000,8.6962540000,132.5537460000,35.3125000000,1.9763135000,0.1977500000,2.1740635000,33.1384365000
NVDA,NVDA,QQQ,2025-09-19 13:27:00-04:00,2025-09-19 13:28:00-04:00,2025-09-19 15:59:00-04:00,SHORT,2.6183695317,175.7500000000,176.5027506965,597.9399000000,597.3663865284,177.1679942310,175.7500000000,175.7148500000,176.5100000000,176.5453020000,113,19855.7780500000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,181.0000000000,174.5000000000,FORCED_EOD,151,-85.8800000000,7.9610760000,0.7910000000,8.7520760000,-94.6320760000,-21.4700000000,1.9902690000,0.1977500000,2.1880190000,-23.6580190000
NVDA,NVDA,QQQ,2025-09-22 11:34:00-04:00,2025-09-22 11:35:00-04:00,2025-09-22 12:16:00-04:00,SHORT,3.0241910770,175.5200000000,175.5017669301,599.8850000000,599.4187492926,176.0091114580,175.5300000000,175.4948940000,180.7800000000,180.8161560000,113,19830.9230220000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,180.7800000000,174.2800000000,STOP,41,-593.2500000000,8.0526060000,0.7910000000,8.8436060000,-602.0936060000,-148.3125000000,2.0131515000,0.1977500000,2.2109015000,-150.5234015000
NVDA,NVDA,QQQ,2025-09-22 13:15:00-04:00,2025-09-22 13:16:00-04:00,2025-09-22 15:12:00-04:00,LONG,-2.6801439714,182.7000000000,179.7019081856,601.6300000000,600.0729251797,181.4348757933,182.7000000000,182.7365400000,183.9500000000,183.9132100000,109,19918.2828600000,5.2500000000,1.2500000000,572.2500000000,136.2500000000,0.2380952381,177.4500000000,183.9500000000,TAKE_PROFIT_BRACKET,116,136.2500000000,7.9929700000,0.7630000000,8.7559700000,127.4940300000,34.0625000000,1.9982425000,0.1907500000,2.1889925000,31.8735075000
NVDA,NVDA,QQQ,2025-09-23 11:42:00-04:00,2025-09-23 11:43:00-04:00,2025-09-23 13:25:00-04:00,SHORT,2.6397940729,179.9981000000,180.2888688751,600.6500000000,601.2849061279,179.5273895400,179.9950000000,179.9590010000,178.7450000000,178.7807490000,111,19975.4491110000,5.2500000000,1.2500000000,582.7500000000,138.7500000000,0.2380952381,185.2450000000,178.7450000000,TAKE_PROFIT_BRACKET,102,138.7500000000,7.9640280000,0.7770000000,8.7410280000,130.0089720000,34.6875000000,1.9910070000,0.1942500000,2.1852570000,32.5022430000
NVDA,NVDA,QQQ,2025-09-23 13:41:00-04:00,2025-09-23 13:42:00-04:00,2025-09-23 15:59:00-04:00,SHORT,2.9577803268,177.4300000000,179.9103184234,597.0800000000,600.6713900069,175.6076122818,177.4200000000,177.3845160000,178.4400000000,178.4756880000,112,19867.0657920000,5.2500000000,1.2500000000,588.0000000000,140.0000000000,0.2380952381,182.6700000000,176.1700000000,FORCED_EOD,137,-114.2400000000,7.9712640000,0.7840000000,8.7552640000,-122.9952640000,-28.5600000000,1.9928160000,0.1960000000,2.1888160000,-30.7488160000
NVDA,NVDA,QQQ,2025-09-24 11:11:00-04:00,2025-09-24 11:12:00-04:00,2025-09-24 11:48:00-04:00,SHORT,2.6142590967,178.1150000000,178.5853152787,597.0700000000,598.0419594271,177.4243420193,178.1100000000,178.0743780000,176.8600000000,176.8953720000,112,19944.3303360000,5.2500000000,1.2500000000,588.0000000000,140.0000000000,0.2380952381,183.3600000000,176.8600000000,TAKE_PROFIT_BRACKET,36,140.0000000000,7.9513280000,0.7840000000,8.7353280000,131.2646720000,35.0000000000,1.9878320000,0.1960000000,2.1838320000,32.8161680000
NVDA,NVDA,QQQ,2025-09-24 11:52:00-04:00,2025-09-24 11:53:00-04:00,2025-09-24 12:12:00-04:00,SHORT,2.6840354884,176.7100000000,178.3777015361,595.3900000000,597.7105515981,175.6075670001,176.7100000000,176.6746580000,175.4600000000,175.4950920000,113,19964.2363540000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,181.9600000000,175.4600000000,TAKE_PROFIT_BRACKET,19,141.2500000000,7.9590420000,0.7910000000,8.7500420000,132.4999580000,35.3125000000,1.9897605000,0.1977500000,2.1875105000,33.1249895000
NVDA,NVDA,QQQ,2025-09-24 15:45:00-04:00,2025-09-24 15:46:00-04:00,2025-09-24 15:59:00-04:00,SHORT,2.5078535098,176.7299000000,177.4671401709,595.1300000000,596.2289228435,176.1587655730,176.7300000000,176.6946540000,176.8800000000,176.9153760000,113,19966.4959020000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,181.9800000000,175.4800000000,FORCED_EOD,13,-16.9500000000,7.9915860000,0.7910000000,8.7825860000,-25.7325860000,-4.2375000000,1.9978965000,0.1977500000,2.1956465000,-6.4331465000
NVDA,NVDA,QQQ,2025-09-25 11:08:00-04:00,2025-09-25 11:09:00-04:00,2025-09-25 14:00:00-04:00,SHORT,2.9042580445,177.4500000000,176.0078830709,592.4800000000,591.4156319158,177.1119586438,177.4401000000,177.4046119800,176.1901000000,176.2253380200,112,19869.3165417600,5.2500000000,1.2500000000,588.0000000000,140.0000000000,0.2380952381,182.6901000000,176.1901000000,TAKE_PROFIT_BRACKET,171,140.0000000000,7.9213164800,0.7840000000,8.7053164800,131.2946835200,35.0000000000,1.9803291200,0.1960000000,2.1763291200,32.8236708800
NVDA,NVDA,QQQ,2025-09-25 14:01:00-04:00,2025-09-25 14:02:00-04:00,2025-09-25 15:59:00-04:00,SHORT,2.6688204017,175.9830000000,177.3910569699,590.0800000000,592.2458077410,175.1299700084,175.9900000000,175.9548020000,177.6800000000,177.7155360000,113,19882.8926260000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,181.2400000000,174.7400000000,FORCED_EOD,117,-190.9700000000,7.9929420000,0.7910000000,8.7839420000,-199.7539420000,-47.7425000000,1.9982355000,0.1977500000,2.1959855000,-49.9384855000
NVDA,NVDA,QQQ,2025-09-26 10:15:00-04:00,2025-09-26 10:16:00-04:00,2025-09-26 10:27:00-04:00,SHORT,2.5506409070,176.3800000000,177.1704802683,592.7456000000,594.5527803946,175.6438988826,176.3800000000,176.3447240000,175.1300000000,175.1650260000,113,19926.9538120000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,181.6300000000,175.1300000000,TAKE_PROFIT_BRACKET,11,141.2500000000,7.9441260000,0.7910000000,8.7351260000,132.5148740000,35.3125000000,1.9860315000,0.1977500000,2.1837815000,33.1287185000
NVDA,NVDA,QQQ,2025-09-26 12:20:00-04:00,2025-09-26 12:21:00-04:00,2025-09-26 14:17:00-04:00,LONG,-3.2483545644,176.4050000000,176.5112873293,593.9200000000,593.4295806498,176.9247995959,176.4100000000,176.4452820000,177.6600000000,177.6244680000,113,19938.3168660000,5.2500000000,1.2500000000,593.2500000000,141.2500000000,0.2380952381,171.1600000000,177.6600000000,TAKE_PROFIT_BRACKET,116,141.2500000000,8.0019820000,0.7910000000,8.7929820000,132.4570180000,35.3125000000,2.0004955000,0.1977500000,2.1982455000,33.1142545000
NVDA,NVDA,QQQ,2025-09-26 14:40:00-04:00,2025-09-26 14:41:00-04:00,2025-09-26 15:59:00-04:00,LONG,-2.7879952999,177.5050000000,176.7317253544,596.0700000000,593.9901138633,178.4859789232,177.5050000000,177.5405010000,178.7550000000,178.7192490000,112,19884.5361120000,5.2500000000,1.2500000000,588.0000000000,140.0000000000,0.2380952381,172.2550000000,178.7550000000,TAKE_PROFIT_BRACKET,78,140.0000000000,7.9802240000,0.7840000000,8.7642240000,131.2357760000,35.0000000000,1.9950560000,0.1960000000,2.1910560000,32.8089440000
NVDA,NVDA,QQQ,2025-09-29 10:56:00-04:00,2025-09-29 10:57:00-04:00,2025-09-29 11:53:00-04:00,SHORT,2.5245886353,183.1800000000,182.9778541729,600.8400000000,600.8821035869,182.9292126828,183.1800000000,183.1433640000,181.9300000000,181.9663860000,109,19962.6266760000,5.2500000000,1.2500000000,572.2500000000,136.2500000000,0.2380952381,188.4300000000,181.9300000000,TAKE_PROFIT_BRACKET,56,136.2500000000,7.9593980000,0.7630000000,8.7223980000,127.5276020000,34.0625000000,1.9898495000,0.1907500000,2.1805995000,31.8819005000
NVDA,NVDA,QQQ,2025-09-29 12:10:00-04:00,2025-09-29 12:11:00-04:00,2025-09-29 15:59:00-04:00,LONG,-2.9209753717,181.8450000000,182.8493461266,599.2600000000,600.4354450583,181.4913205849,181.8500000000,181.8863700000,181.8300000000,181.7936340000,109,19825.6143300000,5.2500000000,1.2500000000,572.2500000000,136.2500000000,0.2380952381,176.6000000000,183.1000000000,FORCED_EOD,228,-2.1800000000,7.9282240000,0.7630000000,8.6912240000,-10.8712240000,-0.5450000000,1.9820560000,0.1907500000,2.1728060000,-2.7178060000
NVDA,NVDA,QQQ,2025-09-30 10:03:00-04:00,2025-09-30 10:04:00-04:00,2025-09-30 10:06:00-04:00,SHORT,2.6088810728,184.9000000000,183.0414168568,598.1500000000,597.3869986737,183.6859498764,184.8950000000,184.8580210000,183.6450000000,183.6817290000,108,19964.6662680000,5.2500000000,1.2500000000,567.0000000000,135.0000000000,0.2380952381,190.1450000000,183.6450000000,TAKE_PROFIT_BRACKET,2,135.0000000000,7.9604640000,0.7560000000,8.7164640000,126.2835360000,33.7500000000,1.9901160000,0.1890000000,2.1791160000,31.5708840000
NVDA,NVDA,QQQ,2025-09-30 10:31:00-04:00,2025-09-30 10:32:00-04:00,2025-09-30 15:59:00-04:00,SHORT,2.5333283088,185.8050000000,183.7560333657,597.9700000000,597.3611978779,184.2723391990,185.8001000000,185.7629399800,186.5800000000,186.6173160000,107,19876.6345778600,5.2500000000,1.2500000000,561.7500000000,133.7500000000,0.2380952381,191.0501000000,184.5501000000,FORCED_EOD,327,-83.4493000000,7.9689341400,0.7490000000,8.7179341400,-92.1672341400,-20.8623250000,1.9922335350,0.1872500000,2.1794835350,-23.0418085350
NVDA,NVDA,QQQ,2025-10-01 10:29:00-04:00,2025-10-01 10:30:00-04:00,2025-10-01 15:59:00-04:00,SHORT,2.6060448446,186.6550000000,185.0795259806,600.1200000000,598.2098183136,186.3178224403,186.6550000000,186.6176690000,187.1700000000,187.2074340000,107,19968.0905830000,5.2500000000,1.2500000000,561.7500000000,133.7500000000,0.2380952381,191.9050000000,185.4050000000,FORCED_EOD,329,-55.1050000000,7.9998550000,0.7490000000,8.7488550000,-63.8538550000,-13.7762500000,1.9999637500,0.1872500000,2.1872137500,-15.9634637500
NVDA,NVDA,QQQ,2025-10-02 13:59:00-04:00,2025-10-02 14:00:00-04:00,2025-10-02 15:59:00-04:00,LONG,-3.2013855772,188.7600000000,189.5254604927,605.1900000000,604.6322966040,189.6227577404,188.7600000000,188.7977520000,188.9200000000,188.8822160000,105,19823.7639600000,5.2500000000,1.2500000000,551.2500000000,131.2500000000,0.2380952381,183.5100000000,190.0100000000,FORCED_EOD,119,16.8000000000,7.9312800000,0.7350000000,8.6662800000,8.1337200000,4.2000000000,1.9828200000,0.1837500000,2.1665700000,2.0334300000
