date,NVDA,MSFT,AAPL,AMZN,GOOGL,META,AVGO,TSLA,AMD
2025-09-19,-0.0009463208,0.0024675721,-0.0022098888,-0.0002086465,-0.0011768938,0.0004959314,-0.0014293868,0.0015290689,0.0010162667
2025-09-22,-0.0047459958,0.0003817843,-0.0015966583,-0.0017212289,-0.0001255605,-0.0023943782,0.0014925117,-0.0023459428,-0.0011918459
2025-09-23,0.0000701371,0.0009081712,-0.0006518907,-0.0001750738,0.0012807428,-0.0015267755,-0.0020422145,-0.0030261615,0.0025000340
2025-09-24,0.0023803204,0.0006120520,-0.0001800189,-0.0009137412,0.0019790230,-0.0006604894,-0.0000943730,0.0030675510,0.0009905442
2025-09-25,-0.0006845926,0.0000975374,-0.0010514382,0.0001920481,-0.0009155284,0.0012062606,0.0001271359,-0.0016246993,0.0041128252
2025-09-26,0.0039620767,0.0012429536,-0.0000383542,-0.0001367383,0.0000845851,-0.0011260442,0.0018899628,0.0018130034,-0.0016512678
2025-09-29,0.0011665638,-0.0000770784,-0.0002563829,-0.0010220940,-0.0041545992,0.0019069346,-0.0020512728,-0.0002313999,-0.0017224009
2025-09-30,0.0003411630,-0.0014035224,-0.0000224702,-0.0007504570,-0.0018894669,0.0000217334,-0.0019143606,0.0025633620,-0.0009195518
2025-10-01,-0.0006385385,-0.0005755404,0.0003866577,-0.0003376656,-0.0002488511,0.0019854305,-0.0014879112,0.0031252425,0.0025840069
2025-10-02,0.0000813372,0.0000519939,-0.0002077645,-0.0020691916,0.0014821185,-0.0004717734,0.0019064797,-0.0046611708,0.0000995389
2025-10-03,-0.0006691337,0.0011002664,0.0007581228,0.0017635698,-0.0007021286,-0.0022390236,0.0038485578,0.0001062812,0.0054275957
2025-10-06,-0.0004400675,-0.0016577800,-0.0005041721,-0.0006122151,-0.0007217903,-0.0007557376,0.0018535743,0.0025542511,0.0023804416
2025-10-07,-0.0022857787,0.0003547840,0.0003141922,-0.0008240004,0.0009795248,0.0021176882,0.0057826384,0.0060668355,0.0046271687
2025-10-08,0.0011194177,-0.0001812539,0.0000921983,-0.0003537767,0.0000852169,0.0004569296,0.0029103394,0.0034477033,-0.0042545686
2025-10-09,-0.0002719736,0.0008301419,-0.0003874179,-0.0016294908,-0.0004101407,-0.0022403952,0.0000696261,-0.0014607820,-0.0024340165
2025-10-10,-0.0098539845,0.0024819317,-0.0025150566,-0.0030716633,0.0002138197,-0.0023067622,-0.0074051267,0.0062681478,0.0025479547
2025-10-13,0.0012881035,0.0006192311,-0.0003775702,-0.0004455720,0.0016939412,0.0005119049,0.0011680340,-0.0039742473,-0.0031355876
2025-10-14,0.0034763375,-0.0005488256,-0.0001728944,-0.0042580823,-0.0005187645,0.0007391149,0.0010715675,-0.0015125159,0.0011887523
2025-10-15,-0.0025316325,-0.0005843492,-0.0002294464,0.0014921667,-0.0032560368,-0.0013584105,0.0006189981,0.0015706985,-0.0015558194
2025-10-16,-0.0002317349,-0.0004297012,-0.0002128032,-0.0022568728,-0.0048124813,0.0001157288,-0.0032014344,-0.0013680368,0.0001249602
2025-10-17,-0.0008995170,-0.0004298681,0.0027483108,0.0003627967,-0.0021911249,-0.0007571558,0.0007943178,0.0045774070,0.0035125978
2025-10-20,0.0011105444,0.0000935469,-0.0012718383,-0.0010703041,0.0006010243,-0.0004292185,-0.0023281810,0.0016469681,0.0016165259
2025-10-21,0.0017125686,0.0005305613,0.0007407330,-0.0001672470,-0.0000216771,0.0014149297,0.0006299693,0.0014763285,-0.0001221329
2025-10-22,-0.0002300562,-0.0005177201,0.0019221160,0.0007838103,0.0016011872,0.0006622349,-0.0011433333,-0.0014577644,0.0001391563
2025-10-23,0.0008294371,0.0009971565,-0.0001854206,0.0010434402,-0.0004900927,-0.0017838525,-0.0002666857,-0.0059957865,0.0014402017
2025-10-24,0.0011429299,0.0000621391,-0.0014744294,-0.0000415648,0.0007363032,0.0004485489,0.0041899872,-0.0024306768,0.0016805536
2025-10-27,0.0037841490,0.0002481272,0.0021645780,0.0012817066,-0.0016065072,-0.0002905620,0.0018639082,-0.0005204060,-0.0027884727
2025-10-28,-0.0053346503,0.0001750817,-0.0002906397,-0.0007999679,0.0004781554,-0.0015249120,-0.0042874072,0.0015600469,0.0015401826
2025-10-29,-0.0002590618,-0.0013554713,0.0012916611,0.0009903022,-0.0040018539,0.0017352727,0.0050835560,0.0059250330,-0.0056592676
2025-10-30,0.0022935107,0.0004408621,-0.0011730909,-0.0014641031,-0.0001905196,-0.0002195896,0.0035263983,0.0012565804,0.0001522143
2025-10-31,-0.0030541187,0.0001162709,0.0007798322,-0.0002396058,0.0012191385,0.0000459924,-0.0008825083,0.0054967441,0.0031269544
2025-11-03,0.0021798124,-0.0007710880,-0.0009097567,0.0004151082,0.0024423462,-0.0016414985,0.0020261875,0.0011618242,-0.0008205651
2025-11-04,0.0023147415,0.0016567106,-0.0008733383,0.0006976159,0.0019743423,0.0015437349,0.0052850084,0.0073807065,-0.0027979844
2025-11-05,-0.0041318204,0.0025759463,-0.0002922882,-0.0004416088,0.0001367470,-0.0007051353,-0.0024565172,-0.0069646597,0.0004901258
2025-11-06,0.0030872998,0.0000536496,0.0009999825,0.0009278647,0.0009927610,0.0003728243,0.0010011661,-0.0034482686,-0.0015195305
2025-11-07,0.0025499537,0.0010259144,-0.0023046175,0.0047346196,-0.0007924268,-0.0022622951,-0.0053504791,0.0014951496,0.0051798917
2025-11-10,-0.0002422319,0.0021690607,0.0004995725,0.0011293225,-0.0019914745,-0.0006138174,0.0001427877,0.0001121155,0.0002997937
2025-11-11,0.0036141642,0.0020359786,-0.0014320812,0.0009777163,0.0015572914,0.0015959309,0.0013127394,0.0023043600,0.0055529191
2025-11-12,0.0024133624,0.0019540874,-0.0004681541,-0.0010814194,-0.0009599282,-0.0006538157,0.0007510440,-0.0001652614,0.0013174089
2025-11-13,0.0013638977,0.0033018860,0.0002946835,-0.0004243823,0.0008555514,-0.0000331026,-0.0019425125,-0.0005870112,-0.0004680811
2025-11-14,0.0003433185,-0.0024569774,-0.0008221567,-0.0026736125,-0.0009847080,0.0015999002,-0.0008779959,0.0032783270,0.0018349728
2025-11-17,-0.0007489119,0.0008578136,-0.0007060725,-0.0012380732,-0.0019947925,0.0007218829,-0.0017938336,-0.0014357414,0.0001373303
2025-11-18,-0.0011927817,0.0040688448,0.0005296440,0.0040943523,-0.0007199347,0.0018952467,0.0031138049,-0.0021958295,-0.0047891047
2025-11-19,0.0023740548,0.0005275617,-0.0013224855,0.0008915104,0.0008779626,0.0012465052,0.0027657289,0.0000398439,-0.0016616286
2025-11-20,-0.0045470052,-0.0037023287,-0.0008511919,0.0023661811,0.0011730708,-0.0002140174,-0.0017646709,-0.0007881978,0.0028998810
2025-11-21,0.0037187199,0.0013097452,0.0009136558,0.0024187537,0.0013504991,0.0018947541,0.0067624557,-0.0000215842,0.0057122686
2025-11-24,-0.0028254238,-0.0006811564,-0.0007071458,-0.0018457592,0.0019630435,0.0002360339,-0.0011011789,-0.0004954665,0.0042900282
2025-11-25,-0.0023107158,-0.0007297366,-0.0011381676,0.0014347752,-0.0004114478,0.0005290426,0.0010667821,0.0010211104,0.0002731405
2025-11-26,-0.0002245045,0.0000281875,-0.0007086964,0.0014647095,-0.0008492785,0.0003697462,0.0016142730,-0.0025081870,-0.0020231332
2025-11-28,0.0002320046,0.0000985144,-0.0013307026,-0.0007913101,-0.0011158233,-0.0001158552,0.0000000000,-0.0003215253,0.0004794184
2025-12-01,0.0004896565,-0.0006047976,-0.0012135566,0.0014015633,-0.0002791777,-0.0005467334,0.0006213310,0.0005985483,-0.0001955408
2025-12-02,-0.0030584243,-0.0000692072,0.0006888160,-0.0012522874,-0.0011064929,-0.0010866294,-0.0023054346,0.0023867738,-0.0060682778
2025-12-03,0.0012879702,0.0003409962,-0.0021535480,0.0012442237,0.0008524938,-0.0014977059,0.0025661010,-0.0019642122,-0.0022558207
2025-12-04,0.0002067665,0.0011095637,0.0007603944,0.0020155681,0.0008985564,0.0008657022,-0.0006758482,0.0027606454,0.0007422450
2025-12-05,0.0005293837,-0.0006928647,-0.0004392202,-0.0001555873,-0.0007383059,-0.0005512419,0.0007278995,0.0012149310,0.0005557325
2025-12-08,0.0001018917,-0.0005972760,0.0006170479,-0.0009770109,0.0000782776,-0.0007639424,-0.0007233579,0.0001067634,0.0070280256
2025-12-09,0.0021247863,0.0007606388,-0.0006944340,-0.0001332588,-0.0019529118,0.0005193811,-0.0009355002,0.0011146838,-0.0020688169
2025-12-10,0.0018896942,-0.0000643291,-0.0007835717,-0.0000986239,0.0001356666,-0.0002361228,-0.0052284156,-0.0032495251,-0.0016610166
2025-12-11,-0.0037164135,-0.0009635189,0.0002785457,0.0003140561,-0.0010343851,-0.0006948007,-0.0031352875,0.0013341843,-0.0038248706
2025-12-12,-0.0030436269,0.0003000569,0.0000011559,0.0016764844,-0.0010139151,0.0002300256,0.0039152542,0.0003093270,0.0008420814
2025-12-15,0.0013100558,0.0007091503,0.0004451090,-0.0018655112,0.0040543450,-0.0001721160,-0.0033482290,0.0043010904,0.0036743886
2025-12-16,-0.0009619140,0.0011583159,0.0011340915,-0.0005003280,-0.0006360042,0.0002438136,-0.0010051968,-0.0047952046,0.0018910042
2025-12-17,0.0011412416,0.0001985382,-0.0018980986,0.0001227553,-0.0013855820,-0.0023649891,-0.0034166456,-0.0050127773,-0.0028800336
2025-12-18,-0.0015582227,0.0019913648,0.0001965255,0.0013768374,0.0004562181,-0.0001358148,-0.0016643008,0.0014622193,-0.0049345954
2025-12-19,-0.0011479676,0.0005141133,-0.0007637713,0.0009474556,-0.0034689330,0.0004827668,-0.0025767406,-0.0000653425,0.0050493462
2025-12-22,0.0001939766,-0.0003940477,-0.0006025931,0.0007629129,-0.0010761370,0.0007437966,0.0044092029,-0.0012452360,-0.0003933100
2025-12-23,-0.0055908025,-0.0000211683,0.0007623419,-0.0004126039,-0.0001529023,-0.0001868598,-0.0043066415,-0.0003080551,-0.0004949940
2025-12-24,0.0009186203,0.0001930620,0.0004289886,-0.0001997321,0.0004331452,-0.0000041087,-0.0000524611,-0.0012220476,0.0001546663
2025-12-26,0.0024383854,0.0006286255,-0.0009335059,0.0002379354,0.0001748237,-0.0001446978,0.0002944831,0.0017100880,-0.0003339729
2025-12-29,0.0012379846,0.0002252170,-0.0003441403,0.0009636301,0.0010098701,0.0007439670,-0.0013402211,0.0047371748,-0.0017905576
2025-12-30,0.0004641486,0.0005610636,-0.0002417417,0.0010954876,-0.0001244609,0.0003048976,-0.0005199090,-0.0018681793,0.0002758099
2025-12-31,-0.0025641714,0.0007130523,-0.0004641632,0.0002327074,-0.0001841062,-0.0008014320,0.0000000000,-0.0018623568,-0.0008954803
2026-01-02,-0.0005593497,0.0003669179,0.0012172704,0.0020448778,-0.0007278286,-0.0006235374,-0.0021541946,0.0033899815,0.0006845470
2026-01-05,0.0004933267,0.0002704800,-0.0008910503,0.0009643666,0.0000966294,0.0017892664,-0.0011043154,-0.0011079825,-0.0015984130
2026-01-06,-0.0003836818,-0.0018973668,-0.0008040600,-0.0008052201,0.0008143059,0.0014878902,0.0053207845,0.0008119961,-0.0010764555
2026-01-07,0.0011334215,0.0006064982,0.0016584699,0.0010561711,0.0021250293,0.0007447458,-0.0016985812,-0.0022681836,0.0003933884
2026-01-08,0.0006783543,0.0000990790,-0.0016141008,0.0004289890,-0.0007346877,0.0017968685,0.0001941284,-0.0002030787,0.0001562379
2026-01-09,0.0025128254,0.0008309655,0.0015089551,0.0005663594,0.0031406219,0.0001610871,-0.0013134471,0.0001583415,-0.0008412496
2026-01-12,0.0012507572,-0.0006777985,0.0004816629,0.0001863624,0.0015416657,-0.0001365513,0.0033028192,0.0008153288,0.0012346713
2026-01-13,-0.0010434388,0.0014109576,-0.0005785804,0.0014906781,-0.0015365795,-0.0008614689,-0.0011447503,-0.0011686673,0.0031076893
2026-01-14,0.0010362497,-0.0010171593,0.0012084041,0.0009645166,-0.0010573284,-0.0022350355,-0.0006978374,0.0006421383,0.0023080296
2026-01-15,0.0012380715,0.0014402970,-0.0009282774,-0.0021289628,0.0001798896,0.0017452378,0.0027674423,0.0029991922,0.0016669364
2026-01-16,-0.0024824564,0.0008723014,-0.0002333994,0.0008912519,0.0000425796,-0.0014205401,0.0020398063,-0.0003519486,0.0016191472
2026-01-20,0.0023999972,-0.0006857356,0.0084362893,-0.0002309745,-0.0008455979,-0.0010878714,0.0015454507,-0.0030030504,-0.0030934663
2026-01-21,0.0032138161,-0.0022640957,0.0000951944,0.0026105248,0.0010333320,-0.0026157587,0.0028128078,-0.0035147183,-0.0024043513
2026-01-22,-0.0008143513,-0.0015253938,0.0010786936,-0.0006254666,0.0007533126,-0.0025620706,-0.0025848180,-0.0038722788,0.0001967113
2026-01-23,0.0002468411,-0.0024218615,-0.0001489376,0.0000268065,-0.0010031322,0.0005064630,-0.0001456975,-0.0012368853,0.0010498465
2026-01-26,-0.0001621756,0.0005479135,0.0007028065,-0.0006204175,-0.0008204953,0.0005026696,0.0007519970,0.0014122152,0.0017721569
2026-01-27,-0.0005886377,-0.0000638545,-0.0016497472,-0.0004784774,-0.0004732874,-0.0002796551,0.0031143108,0.0021058488,0.0007602944
2026-01-28,0.0013549869,0.0012919026,0.0008078093,0.0023678003,0.0019117810,-0.0008830784,0.0024366260,-0.0011132147,-0.0002986532
2026-01-29,-0.0036259629,0.0029620943,0.0017668599,0.0005399169,0.0010003071,0.0014953809,-0.0016672632,-0.0020136671,0.0011969879
2026-01-30,0.0036266709,-0.0003721483,0.0057640097,0.0001592770,0.0008100765,0.0033159857,-0.0008969034,0.0020339154,-0.0030567062
2026-02-02,-0.0006241100,0.0008193472,0.0048647430,-0.0015359785,0.0002582520,0.0009881129,-0.0002246946,-0.0002869947,-0.0015296910
2026-02-03,0.0026245699,-0.0000295459,0.0002072925,-0.0017445239,-0.0010534157,-0.0029815560,0.0028536764,0.0062317158,-0.0049420828
2026-02-04,0.0026743032,-0.0001092917,0.0013808498,0.0011737307,0.0037326120,0.0007657061,-0.0035371598,-0.0019536538,-0.0001141035
2026-02-05,0.0013378379,0.0043282131,-0.0012743690,0.0020535540,-0.0025267846,0.0021815325,-0.0040902347,0.0012668300,-0.0018208010
2026-02-06,0.0017107566,0.0035870700,0.0018113903,-0.0018626722,0.0028477021,0.0022311414,0.0005130817,-0.0004777328,-0.0021864950
2026-02-09,-0.0012980750,-0.0004307064,-0.0006409836,0.0010892099,0.0018886295,0.0003793602,0.0017441105,0.0004234329,-0.0001778728
2026-02-10,0.0006167931,-0.0028968610,-0.0000997326,-0.0022448655,0.0000715970,0.0002622598,-0.0011098404,0.0001991018,0.0023524676
2026-02-11,-0.0002110420,0.0001133860,0.0015921267,0.0003892591,0.0000000000,0.0030308513,0.0028654270,-0.0006891168,0.0049239396
2026-02-12,0.0024512823,-0.0012436440,-0.0016139508,-0.0027705808,-0.0010350799,-0.0014692965,0.0010817526,-0.0012827480,0.0050682212
2026-02-13,0.0021115032,-0.0000403990,-0.0023948602,0.0023387701,0.0004685681,-0.0023981595,-0.0024527004,0.0058938903,0.0012680325
2026-02-17,-0.0042148394,-0.0009530160,0.0026966563,0.0017377727,-0.0019755714,0.0015420683,0.0037003159,-0.0025505779,-0.0035780488
2026-02-18,-0.0013832521,-0.0007581653,-0.0010222095,-0.0006101067,0.0023096411,-0.0007643887,0.0028669445,-0.0009800746,-0.0016676847
2026-02-19,0.0008246970,-0.0005382730,0.0026685465,-0.0001251028,0.0011709555,0.0022865958,-0.0013575900,-0.0000008669,0.0027890448
2026-02-20,0.0016469345,0.0002669880,-0.0036132665,-0.0000354193,-0.0001043532,0.0022326228,0.0024314409,0.0023565492,0.0006280950
2026-02-23,0.0001418435,-0.0004753148,0.0005337450,0.0011265871,0.0024690524,-0.0019074616,-0.0015507678,0.0001415750,0.0003175844
2026-02-24,-0.0002456064,-0.0009089608,-0.0004715610,-0.0008867299,-0.0010641331,0.0002858643,0.0004835580,-0.0019820348,-0.0025923266
2026-02-25,-0.0010661015,-0.0003785390,0.0002111371,-0.0000136407,0.0015253139,0.0014897752,0.0005009298,-0.0006497856,0.0022907249
2026-02-26,0.0054483818,0.0002510819,0.0012659441,0.0013534867,-0.0011327701,-0.0007495073,0.0010725211,0.0001713550,-0.0006158046
2026-02-27,-0.0042279743,-0.0006321560,-0.0018933831,-0.0015232314,-0.0033704393,0.0002556731,0.0014714570,-0.0003764102,0.0000500236
2026-03-02,0.0014054550,-0.0005757725,0.0011912970,0.0022147319,-0.0033137507,0.0014889282,0.0020010073,-0.0000089494,-0.0034638951
2026-03-03,-0.0003399726,0.0008800866,0.0005750906,0.0002286217,0.0021851360,-0.0007018723,0.0008361436,0.0035598160,0.0018868374
2026-03-04,0.0000488484,-0.0000436178,-0.0015242730,-0.0001321948,0.0011514178,0.0021786543,-0.0027309946,0.0007401508,-0.0015604504
2026-03-05,0.0037185563,0.0009260064,-0.0005320577,-0.0003454184,0.0015632252,-0.0008249674,0.0009811830,-0.0008575707,0.0015158646
2026-03-06,-0.0020533075,-0.0012868560,0.0000007714,-0.0019460138,0.0008799886,0.0000868182,0.0002628297,-0.0002653485,-0.0017063927
2026-03-09,0.0038866318,-0.0009508087,-0.0018602001,0.0017002896,-0.0036374981,-0.0033810063,-0.0062797063,0.0006443327,0.0081537629
2026-03-10,-0.0006858871,0.0005784087,0.0008310380,0.0001926997,0.0013502310,0.0023654778,-0.0030980059,0.0017530029,0.0000114895
2026-03-11,-0.0000121873,0.0014267134,-0.0000998032,-0.0004158244,0.0001277325,0.0007444236,-0.0006111889,-0.0013273742,-0.0003543437
2026-03-12,0.0012736381,0.0017255399,-0.0006116487,-0.0002335470,0.0001451019,-0.0012750009,-0.0005081316,-0.0009376710,0.0006237380
2026-03-13,0.0010676865,0.0006972200,-0.0018742742,-0.0007613574,-0.0012837975,-0.0022026158,-0.0031700968,0.0022287038,0.0026563778
2026-03-16,0.0037519298,-0.0002659555,0.0002744009,-0.0015747815,0.0008391838,0.0003759190,-0.0018675954,0.0037660464,0.0028337760
2026-03-17,0.0010180744,-0.0002633640,0.0002700493,-0.0010628691,-0.0017809133,0.0009176723,-0.0003630757,0.0011394005,0.0002670501
2026-03-18,0.0012754417,-0.0014821140,-0.0029243688,0.0009934617,0.0020603750,0.0023958849,-0.0036638844,-0.0030501635,0.0070021845
2026-03-19,0.0013004267,-0.0001961438,0.0001043877,0.0012837925,-0.0008541877,0.0000992998,-0.0026800729,-0.0008483230,-0.0042199962
2026-03-20,-0.0011618947,0.0011334877,0.0001349352,-0.0016847277,0.0000931220,0.0024807545,0.0024158082,0.0036280959,0.0006685109
2026-03-23,-0.0007653761,0.0018967063,0.0009536572,0.0002511511,0.0017532887,0.0024928897,-0.0005895016,-0.0000308464,-0.0017524799
2026-03-24,0.0007248257,0.0004517181,0.0023101151,0.0012957331,-0.0018549397,0.0024754788,-0.0008927507,-0.0009999080,0.0021551273
2026-03-25,-0.0013194459,-0.0010021023,0.0007033681,0.0010888678,0.0002697805,0.0007462435,-0.0004304833,0.0029158985,0.0021479303
2026-03-26,0.0007923019,-0.0017895233,0.0008280589,0.0016939918,0.0040746004,-0.0018053778,0.0028402315,0.0041008000,0.0020059181
2026-03-27,0.0020367274,0.0009294846,-0.0042308159,-0.0017592953,0.0009251395,0.0020297521,0.0039214019,0.0012084217,-0.0002403294
2026-03-30,0.0032195161,0.0019215719,-0.0003042927,0.0008862421,0.0009311918,0.0016602196,-0.0008290104,-0.0036632277,-0.0032469019
2026-03-31,0.0025839970,0.0019686758,0.0067651319,0.0008424739,0.0016258646,-0.0000351888,-0.0038704919,-0.0032775392,0.0012046430
2026-04-01,0.0000056071,0.0000853646,-0.0003269869,0.0002238040,0.0038531091,0.0025604271,0.0008299154,-0.0022994940,0.0002327107
2026-04-02,0.0013997792,-0.0017635201,-0.0014110325,-0.0006849861,-0.0023319451,-0.0010457080,0.0022002496,0.0036978873,-0.0022889054
2026-04-06,-0.0012970615,-0.0005230984,0.0006904179,0.0009362776,-0.0020015520,-0.0005185837,-0.0017620430,0.0010176600,-0.0014127406
2026-04-07,0.0021734636,-0.0019468177,-0.0034404430,-0.0028726525,0.0018489280,-0.0009798352,-0.0016739460,0.0037472043,0.0035537866
2026-04-08,0.0001964224,-0.0016468743,-0.0003237865,0.0013852350,0.0011164421,-0.0072005640,-0.0023663293,0.0039075130,0.0045082926
2026-04-09,-0.0016298345,-0.0025408588,-0.0007553561,0.0001318730,-0.0003065602,-0.0008429681,-0.0000106344,0.0034148458,-0.0004228861
2026-04-10,0.0030643077,0.0000130846,-0.0008522290,-0.0003547152,-0.0005835033,0.0000384047,0.0013596001,0.0028706874,-0.0018875349
2026-04-13,0.0005378800,-0.0043349463,-0.0010321373,-0.0015729756,-0.0017174918,-0.0012981169,0.0012188670,-0.0003068139,-0.0016086041
2026-04-14,-0.0024566901,-0.0004546965,0.0010970691,-0.0007828249,-0.0013247770,-0.0015619158,0.0001641042,-0.0012302659,0.0006347854
2026-04-15,0.0011426672,-0.0013626123,-0.0023657219,0.0010657672,0.0025412987,0.0006411830,0.0013674680,-0.0054349121,0.0053301212
2026-04-16,0.0014174340,0.0024484978,0.0002456760,-0.0008102912,-0.0012997157,0.0003885200,0.0005766960,0.0018146963,0.0008544032
2026-04-17,0.0008594527,-0.0012015719,0.0002115868,-0.0006966274,0.0018333051,-0.0022807178,0.0019949213,0.0024312379,0.0003490119
2026-04-20,-0.0034071840,-0.0000959862,0.0005723258,-0.0016546355,-0.0006749742,-0.0004569356,-0.0004003623,-0.0014374110,0.0032402170
2026-04-21,0.0008175816,0.0008822161,-0.0015494742,0.0024856335,0.0025873616,0.0010468632,-0.0012387690,0.0025129689,0.0027619727
2026-04-22,-0.0012637649,0.0007384311,0.0003970149,-0.0006018130,-0.0008215809,0.0011972308,-0.0044852189,-0.0021561234,-0.0012140061
2026-04-23,0.0005066880,-0.0019289204,-0.0002528209,-0.0031936558,-0.0016310044,0.0014456779,-0.0025454918,0.0036635079,0.0000350400
2026-04-24,-0.0052324924,-0.0020379294,-0.0006514005,0.0017320180,0.0007688352,-0.0018646355,0.0045840990,0.0009025412,0.0000017573
2026-04-27,-0.0042326038,-0.0005860007,-0.0007539675,0.0017302525,0.0000672127,-0.0002981879,-0.0006058794,-0.0048960169,0.0033060140
2026-04-28,-0.0023487192,0.0006516245,0.0003064562,0.0000840347,0.0016824107,0.0006173917,0.0003166140,-0.0001336432,-0.0023723943
2026-04-29,0.0007084825,0.0008523647,0.0013063220,-0.0007308375,-0.0034015190,0.0015209207,0.0015175975,0.0002962843,-0.0059902690
2026-04-30,0.0034646360,0.0051716503,0.0008775373,-0.0016052288,-0.0029079242,0.0012896669,0.0003534602,-0.0051874757,-0.0001539949
2026-05-01,0.0023268220,0.0008180738,-0.0021836108,0.0012553123,0.0013412214,0.0015991194,-0.0007027572,0.0026253125,-0.0000267984
2026-05-04,0.0008193861,-0.0000803899,0.0004335264,-0.0004344307,-0.0010684913,0.0008602605,-0.0011199149,0.0033973901,0.0002449700
2026-05-05,-0.0019059640,0.0008442614,-0.0015751806,-0.0011685182,0.0004970297,-0.0001821339,-0.0018011664,0.0023681400,0.0042742144
2026-05-06,0.0024281015,0.0001908528,-0.0005222562,0.0014940727,0.0001260870,-0.0002902870,0.0018253183,-0.0019803225,-0.0036563704
2026-05-07,0.0015505781,0.0005190436,0.0029118518,-0.0013585913,0.0001267960,0.0015970214,0.0007296060,0.0057786975,-0.0003988921
2026-05-08,0.0014705308,0.0008537729,-0.0000607111,0.0016554385,0.0001391843,-0.0001036638,-0.0018805619,0.0009991853,0.0014257879
2026-05-11,0.0018466025,-0.0004377254,-0.0002203962,-0.0002596734,-0.0003022314,0.0009131563,-0.0010252489,-0.0098150043,0.0022142766
2026-05-12,0.0007490090,-0.0002064922,-0.0001239098,0.0017057580,0.0001664675,0.0001848228,0.0023169158,-0.0028470219,-0.0035172065
2026-05-13,0.0010143637,-0.0000558703,-0.0020948890,-0.0016336910,-0.0006250597,-0.0025234733,0.0019462456,-0.0031969727,-0.0016002562
2026-05-14,-0.0017602701,-0.0006674746,0.0005319210,-0.0010538799,-0.0009705706,0.0009763693,-0.0030505296,0.0007855470,-0.0017038956
2026-05-15,0.0019536646,-0.0000520784,-0.0007110127,0.0005927129,-0.0002528340,0.0015587738,0.0027299894,-0.0025193942,0.0026276157
2026-05-18,0.0038777374,0.0019403446,-0.0009151423,-0.0013635850,-0.0010152913,0.0023994234,-0.0021476794,0.0003786144,-0.0045780067
2026-05-19,-0.0038372542,0.0008580132,0.0015838170,-0.0002544065,-0.0005880484,0.0001227679,0.0028782171,-0.0035361515,-0.0046115078
2026-05-20,-0.0019903902,-0.0030308141,-0.0016318084,-0.0007410649,-0.0007200149,-0.0004879717,0.0005337912,-0.0015519821,0.0005604591
