variant,symbol,signal_time,entry_time,direction,entry_z,status,requested_notional,pro_rata_allocated_notional,actual_entry_notional,shares,entry_reference,entry_price
uncapped_diagnostic,AMZN,2025-08-22 14:48:00-04:00,2025-08-22 14:49:00-04:00,SHORT,2.5487215465,FILLED,20000.0000000000,20000.0000000000,19893.7904460000,87,228.7100000000,228.6642580000
uncapped_diagnostic,META,2025-08-22 15:01:00-04:00,2025-08-22 15:02:00-04:00,LONG,-2.7232298242,FILLED,20000.0000000000,20000.0000000000,19587.6367440000,26,753.2200000000,753.3706440000
uncapped_diagnostic,AMZN,2025-08-25 10:03:00-04:00,2025-08-25 10:04:00-04:00,LONG,-2.5552572228,FILLED,20000.0000000000,20000.0000000000,19843.4478960000,87,228.0400000000,228.0856080000
uncapped_diagnostic,TSLA,2025-08-25 11:00:00-04:00,2025-08-25 11:01:00-04:00,LONG,-2.5073519520,FILLED,20000.0000000000,20000.0000000000,19759.0410180000,58,340.6050000000,340.6731210000
uncapped_diagnostic,NVDA,2025-08-25 11:02:00-04:00,2025-08-25 11:03:00-04:00,SHORT,2.6512405667,FILLED,20000.0000000000,20000.0000000000,19827.9336200000,110,180.2900000000,180.2539420000
uncapped_diagnostic,AMD,2025-08-25 11:27:00-04:00,2025-08-25 11:28:00-04:00,LONG,-2.7171235369,FILLED,20000.0000000000,20000.0000000000,19889.1291304200,121,164.3401000000,164.3729680200
uncapped_diagnostic,MSFT,2025-08-25 11:30:00-04:00,2025-08-25 11:31:00-04:00,LONG,-3.0075698317,FILLED,20000.0000000000,20000.0000000000,19780.1454380400,39,507.0818000000,507.1832163600
uncapped_diagnostic,GOOGL,2025-08-25 11:38:00-04:00,2025-08-25 11:39:00-04:00,LONG,-2.5288062345,FILLED,20000.0000000000,20000.0000000000,19830.4653000000,95,208.7000000000,208.7417400000
uncapped_diagnostic,AVGO,2025-08-25 11:50:00-04:00,2025-08-25 11:51:00-04:00,SHORT,2.6783518611,FILLED,20000.0000000000,20000.0000000000,19954.6382740000,67,297.8900000000,297.8304220000
uncapped_diagnostic,META,2025-08-25 13:31:00-04:00,2025-08-25 13:32:00-04:00,SHORT,2.6650239288,FILLED,20000.0000000000,20000.0000000000,19637.7716600000,26,755.4500000000,755.2989100000
uncapped_diagnostic,AAPL,2025-08-25 14:02:00-04:00,2025-08-25 14:03:00-04:00,LONG,-2.5433717800,FILLED,20000.0000000000,20000.0000000000,19858.2408540000,87,228.2100000000,228.2556420000
uncapped_diagnostic,TSLA,2025-08-25 14:17:00-04:00,2025-08-25 14:18:00-04:00,LONG,-3.0291239571,FILLED,20000.0000000000,20000.0000000000,19756.4454990000,57,346.5350000000,346.6043070000
uncapped_diagnostic,AMZN,2025-08-25 15:18:00-04:00,2025-08-25 15:19:00-04:00,SHORT,2.6835784348,FILLED,20000.0000000000,20000.0000000000,19892.9206200000,87,228.7000000000,228.6542600000
uncapped_diagnostic,AMD,2025-08-26 10:26:00-04:00,2025-08-26 10:27:00-04:00,SHORT,2.6278207694,FILLED,20000.0000000000,20000.0000000000,19923.7544520000,119,167.4600000000,167.4265080000
uncapped_diagnostic,AMZN,2025-08-26 10:46:00-04:00,2025-08-26 10:47:00-04:00,SHORT,2.5617941664,FILLED,20000.0000000000,20000.0000000000,19837.2517560000,87,228.0600000000,228.0143880000
uncapped_diagnostic,GOOGL,2025-08-26 10:55:00-04:00,2025-08-26 10:56:00-04:00,LONG,-2.5933140896,FILLED,20000.0000000000,20000.0000000000,19804.9201920000,96,206.2600000000,206.3012520000
uncapped_diagnostic,AVGO,2025-08-26 11:13:00-04:00,2025-08-26 11:14:00-04:00,SHORT,2.6136466193,FILLED,20000.0000000000,20000.0000000000,19985.4521100000,67,298.3500000000,298.2903300000
uncapped_diagnostic,AAPL,2025-08-26 11:37:00-04:00,2025-08-26 11:38:00-04:00,SHORT,2.5069033551,FILLED,20000.0000000000,20000.0000000000,19989.6012800000,88,227.2000000000,227.1545600000
uncapped_diagnostic,MSFT,2025-08-26 12:26:00-04:00,2025-08-26 12:27:00-04:00,LONG,-2.5017342398,FILLED,20000.0000000000,20000.0000000000,19590.5363238000,39,502.2210000000,502.3214442000
uncapped_diagnostic,META,2025-08-26 13:28:00-04:00,2025-08-26 13:29:00-04:00,LONG,-2.7183194013,FILLED,20000.0000000000,20000.0000000000,19523.1438480000,26,750.7400000000,750.8901480000
uncapped_diagnostic,NVDA,2025-08-26 13:35:00-04:00,2025-08-26 13:36:00-04:00,SHORT,2.7338644824,FILLED,20000.0000000000,20000.0000000000,19972.0048000000,110,181.6000000000,181.5636800000
uncapped_diagnostic,TSLA,2025-08-26 15:12:00-04:00,2025-08-26 15:13:00-04:00,SHORT,2.5685523339,FILLED,20000.0000000000,20000.0000000000,19877.0537940000,57,348.7900000000,348.7202420000
uncapped_diagnostic,MSFT,2025-08-27 10:17:00-04:00,2025-08-27 10:18:00-04:00,SHORT,2.5010029884,FILLED,20000.0000000000,20000.0000000000,19587.0142135200,39,502.3316000000,502.2311336800
uncapped_diagnostic,AAPL,2025-08-27 10:18:00-04:00,2025-08-27 10:19:00-04:00,LONG,-2.5895760999,FILLED,20000.0000000000,20000.0000000000,19959.1810380000,87,229.3700000000,229.4158740000
uncapped_diagnostic,TSLA,2025-08-27 11:03:00-04:00,2025-08-27 11:04:00-04:00,SHORT,2.5015664775,FILLED,20000.0000000000,20000.0000000000,19745.5700960000,56,352.6700000000,352.5994660000
uncapped_diagnostic,META,2025-08-27 11:05:00-04:00,2025-08-27 11:06:00-04:00,LONG,-2.5529790996,FILLED,20000.0000000000,20000.0000000000,19447.2060634800,26,747.8199000000,747.9694639800
uncapped_diagnostic,AMZN,2025-08-27 11:17:00-04:00,2025-08-27 11:18:00-04:00,LONG,-2.5943317886,FILLED,20000.0000000000,20000.0000000000,19895.2232490000,87,228.6350000000,228.6807270000
uncapped_diagnostic,AMD,2025-08-27 11:43:00-04:00,2025-08-27 11:44:00-04:00,SHORT,2.5477963645,FILLED,20000.0000000000,20000.0000000000,19967.3777256000,120,166.4281000000,166.3948143800
uncapped_diagnostic,NVDA,2025-08-27 12:20:00-04:00,2025-08-27 12:21:00-04:00,LONG,-2.6000943297,FILLED,20000.0000000000,20000.0000000000,19979.4010812000,110,181.5946000000,181.6309189200
uncapped_diagnostic,AVGO,2025-08-27 12:22:00-04:00,2025-08-27 12:23:00-04:00,LONG,-2.5267358950,FILLED,20000.0000000000,20000.0000000000,19971.3334680000,67,298.0200000000,298.0796040000
uncapped_diagnostic,GOOGL,2025-08-27 15:02:00-04:00,2025-08-27 15:03:00-04:00,SHORT,2.5706226060,FILLED,20000.0000000000,20000.0000000000,19887.7016640000,96,207.2050000000,207.1635590000
uncapped_diagnostic,META,2025-08-28 10:47:00-04:00,2025-08-28 10:48:00-04:00,LONG,-2.5591495228,FILLED,20000.0000000000,20000.0000000000,19513.7819760000,26,750.3800000000,750.5300760000
uncapped_diagnostic,AMD,2025-08-28 10:52:00-04:00,2025-08-28 10:53:00-04:00,LONG,-2.7967619304,FILLED,20000.0000000000,20000.0000000000,19838.5869240000,118,168.0900000000,168.1236180000
uncapped_diagnostic,AAPL,2025-08-28 10:53:00-04:00,2025-08-28 10:54:00-04:00,SHORT,2.5955037640,FILLED,20000.0000000000,20000.0000000000,19929.5232980000,86,231.7850000000,231.7386430000
uncapped_diagnostic,MSFT,2025-08-28 10:54:00-04:00,2025-08-28 10:55:00-04:00,SHORT,2.7279226868,FILLED,20000.0000000000,20000.0000000000,19794.3903300000,39,507.6500000000,507.5484700000
uncapped_diagnostic,NVDA,2025-08-28 11:54:00-04:00,2025-08-28 11:55:00-04:00,LONG,-2.6146474324,FILLED,20000.0000000000,20000.0000000000,19838.5569180000,111,178.6900000000,178.7257380000
uncapped_diagnostic,AMZN,2025-08-28 12:50:00-04:00,2025-08-28 12:51:00-04:00,LONG,-2.7004251446,FILLED,20000.0000000000,20000.0000000000,19972.3336680000,86,232.1900000000,232.2364380000
uncapped_diagnostic,TSLA,2025-08-28 12:56:00-04:00,2025-08-28 12:57:00-04:00,SHORT,2.5945109483,FILLED,20000.0000000000,20000.0000000000,19941.5728876000,58,343.8890000000,343.8202222000
uncapped_diagnostic,NVDA,2025-08-28 13:09:00-04:00,2025-08-28 13:10:00-04:00,LONG,-2.5411680565,FILLED,20000.0000000000,20000.0000000000,19841.3324730000,111,178.7150000000,178.7507430000
uncapped_diagnostic,AVGO,2025-08-28 13:37:00-04:00,2025-08-28 13:38:00-04:00,SHORT,2.6844435286,FILLED,20000.0000000000,20000.0000000000,19801.4789120000,64,309.4600000000,309.3981080000
uncapped_diagnostic,GOOGL,2025-08-28 13:44:00-04:00,2025-08-28 13:45:00-04:00,LONG,-2.5683528197,FILLED,20000.0000000000,20000.0000000000,19907.5407120000,94,211.7400000000,211.7823480000
uncapped_diagnostic,NVDA,2025-08-28 14:24:00-04:00,2025-08-28 14:25:00-04:00,SHORT,3.2565388979,FILLED,20000.0000000000,20000.0000000000,19871.0120026000,110,180.6817000000,180.6455636600
uncapped_diagnostic,AMZN,2025-08-29 10:03:00-04:00,2025-08-29 10:04:00-04:00,SHORT,2.9630948785,FILLED,20000.0000000000,20000.0000000000,19779.0533980000,86,230.0350000000,229.9889930000
uncapped_diagnostic,AVGO,2025-08-29 10:08:00-04:00,2025-08-29 10:09:00-04:00,LONG,-2.5001035418,FILLED,20000.0000000000,20000.0000000000,19848.3638790000,67,296.1850000000,296.2442370000
uncapped_diagnostic,TSLA,2025-08-29 10:18:00-04:00,2025-08-29 10:19:00-04:00,LONG,-2.9985568225,FILLED,20000.0000000000,20000.0000000000,19920.3182670000,59,337.5650000000,337.6325130000
uncapped_diagnostic,AMD,2025-08-29 10:49:00-04:00,2025-08-29 10:50:00-04:00,SHORT,2.7730039468,FILLED,20000.0000000000,20000.0000000000,19917.2371557200,122,163.2887000000,163.2560422600
uncapped_diagnostic,NVDA,2025-08-29 10:50:00-04:00,2025-08-29 10:51:00-04:00,LONG,-2.6093495340,FILLED,20000.0000000000,20000.0000000000,19967.3256666000,115,173.5942000000,173.6289188400
uncapped_diagnostic,AAPL,2025-08-29 11:34:00-04:00,2025-08-29 11:35:00-04:00,LONG,-3.9240418312,FILLED,20000.0000000000,20000.0000000000,19969.7531520000,86,232.1600000000,232.2064320000
uncapped_diagnostic,META,2025-08-29 11:37:00-04:00,2025-08-29 11:38:00-04:00,SHORT,2.5455998862,FILLED,20000.0000000000,20000.0000000000,19277.0522183200,26,741.5734000000,741.4250853200
uncapped_diagnostic,MSFT,2025-08-29 12:31:00-04:00,2025-08-29 12:32:00-04:00,LONG,-2.5831694374,FILLED,20000.0000000000,20000.0000000000,19795.2882660000,39,507.4700000000,507.5714940000
uncapped_diagnostic,NVDA,2025-08-29 13:05:00-04:00,2025-08-29 13:06:00-04:00,LONG,-3.2425928835,FILLED,20000.0000000000,20000.0000000000,19974.8941800000,115,173.6600000000,173.6947320000
uncapped_diagnostic,AMZN,2025-08-29 13:05:00-04:00,2025-08-29 13:06:00-04:00,SHORT,2.7776101221,FILLED,20000.0000000000,20000.0000000000,19856.8228410000,87,228.2850000000,228.2393430000
uncapped_diagnostic,META,2025-08-29 13:40:00-04:00,2025-08-29 13:41:00-04:00,LONG,-2.5141782714,FILLED,20000.0000000000,20000.0000000000,19910.4062850000,27,737.2750000000,737.4224550000
uncapped_diagnostic,GOOGL,2025-08-29 13:59:00-04:00,2025-08-29 14:00:00-04:00,SHORT,2.7316132636,FILLED,20000.0000000000,20000.0000000000,19975.7040600000,94,212.5500000000,212.5074900000
uncapped_diagnostic,GOOGL,2025-08-29 14:12:00-04:00,2025-08-29 14:13:00-04:00,SHORT,3.0079229153,FILLED,20000.0000000000,20000.0000000000,19879.4233200000,93,213.8000000000,213.7572400000
uncapped_diagnostic,GOOGL,2025-09-02 10:21:00-04:00,2025-09-02 10:22:00-04:00,SHORT,2.7367605289,FILLED,20000.0000000000,20000.0000000000,19933.6624700000,95,209.8700000000,209.8280260000
uncapped_diagnostic,AAPL,2025-09-02 10:42:00-04:00,2025-09-02 10:43:00-04:00,LONG,-2.9644968069,FILLED,20000.0000000000,20000.0000000000,19964.4020820000,87,229.4300000000,229.4758860000
uncapped_diagnostic,AVGO,2025-09-02 10:48:00-04:00,2025-09-02 10:49:00-04:00,SHORT,2.9289370873,FILLED,20000.0000000000,20000.0000000000,19707.7926530000,67,294.2050000000,294.1461590000
uncapped_diagnostic,AMD,2025-09-02 10:54:00-04:00,2025-09-02 10:55:00-04:00,SHORT,2.5890624417,FILLED,20000.0000000000,20000.0000000000,19889.3413360000,124,160.4300000000,160.3979140000
uncapped_diagnostic,META,2025-09-02 10:58:00-04:00,2025-09-02 10:59:00-04:00,SHORT,2.5035186525,FILLED,20000.0000000000,20000.0000000000,19790.0112060000,27,733.1100000000,732.9633780000
uncapped_diagnostic,MSFT,2025-09-02 11:08:00-04:00,2025-09-02 11:09:00-04:00,LONG,-2.8622351030,FILLED,20000.0000000000,20000.0000000000,19559.2910760000,39,501.4200000000,501.5202840000
uncapped_diagnostic,AMZN,2025-09-02 11:15:00-04:00,2025-09-02 11:16:00-04:00,SHORT,2.8767469690,FILLED,20000.0000000000,20000.0000000000,19911.5468940000,89,223.7700000000,223.7252460000
uncapped_diagnostic,AMZN,2025-09-02 11:37:00-04:00,2025-09-02 11:38:00-04:00,LONG,-3.2727372272,FILLED,20000.0000000000,20000.0000000000,19793.9980080000,89,222.3600000000,222.4044720000
uncapped_diagnostic,TSLA,2025-09-02 11:58:00-04:00,2025-09-02 11:59:00-04:00,SHORT,2.6160653534,FILLED,20000.0000000000,20000.0000000000,19680.8630400000,60,328.0800000000,328.0143840000
uncapped_diagnostic,NVDA,2025-09-02 12:08:00-04:00,2025-09-02 12:09:00-04:00,LONG,-2.5711063911,FILLED,20000.0000000000,20000.0000000000,19906.7305500000,119,167.2500000000,167.2834500000
uncapped_diagnostic,AMZN,2025-09-02 13:38:00-04:00,2025-09-02 13:39:00-04:00,SHORT,2.9814148430,FILLED,20000.0000000000,20000.0000000000,19859.3873280000,88,225.7200000000,225.6748560000
uncapped_diagnostic,GOOGL,2025-09-02 13:48:00-04:00,2025-09-02 13:49:00-04:00,SHORT,2.6065568183,FILLED,20000.0000000000,20000.0000000000,19957.4077200000,95,210.1200000000,210.0779760000
uncapped_diagnostic,META,2025-09-02 14:55:00-04:00,2025-09-02 14:56:00-04:00,SHORT,2.7729187893,FILLED,20000.0000000000,20000.0000000000,19794.8702340000,27,733.2900000000,733.1433420000
uncapped_diagnostic,NVDA,2025-09-02 15:31:00-04:00,2025-09-02 15:32:00-04:00,SHORT,2.6818945216,FILLED,20000.0000000000,20000.0000000000,19953.8801256600,117,170.5801000000,170.5459839800
uncapped_diagnostic,GOOGL,2025-09-02 15:55:00-04:00,2025-09-02 15:56:00-04:00,SHORT,2.9067057670,FILLED,20000.0000000000,20000.0000000000,19884.0723900000,94,211.5750000000,211.5326850000
uncapped_diagnostic,META,2025-09-03 10:54:00-04:00,2025-09-03 10:55:00-04:00,LONG,-2.7066326082,FILLED,20000.0000000000,20000.0000000000,19871.1134280000,27,735.8200000000,735.9671640000
uncapped_diagnostic,AMZN,2025-09-03 11:02:00-04:00,2025-09-03 11:03:00-04:00,LONG,-2.5347654015,FILLED,20000.0000000000,20000.0000000000,19909.1410320000,88,226.1950000000,226.2402390000
uncapped_diagnostic,NVDA,2025-09-03 11:03:00-04:00,2025-09-03 11:04:00-04:00,LONG,-2.5312683527,FILLED,20000.0000000000,20000.0000000000,19907.8407720000,116,171.5850000000,171.6193170000
uncapped_diagnostic,AVGO,2025-09-03 11:21:00-04:00,2025-09-03 11:22:00-04:00,SHORT,2.9907715795,FILLED,20000.0000000000,20000.0000000000,19775.9080272000,65,304.3056000000,304.2447388800
uncapped_diagnostic,MSFT,2025-09-03 12:12:00-04:00,2025-09-03 12:13:00-04:00,LONG,-2.7165309348,FILLED,20000.0000000000,20000.0000000000,19695.2332590000,39,504.9050000000,505.0059810000
uncapped_diagnostic,AAPL,2025-09-03 12:38:00-04:00,2025-09-03 12:39:00-04:00,SHORT,2.5136594347,FILLED,20000.0000000000,20000.0000000000,19896.4599120000,84,236.9100000000,236.8626180000
uncapped_diagnostic,AMD,2025-09-03 13:12:00-04:00,2025-09-03 13:13:00-04:00,LONG,-2.5002394782,FILLED,20000.0000000000,20000.0000000000,19897.9988040000,123,161.7400000000,161.7723480000
uncapped_diagnostic,GOOGL,2025-09-03 13:14:00-04:00,2025-09-03 13:15:00-04:00,SHORT,2.7419823271,FILLED,20000.0000000000,20000.0000000000,19843.1105840000,86,230.7800000000,230.7338440000
uncapped_diagnostic,TSLA,2025-09-03 13:47:00-04:00,2025-09-03 13:48:00-04:00,LONG,-3.2346479451,FILLED,20000.0000000000,20000.0000000000,19747.1486400000,58,340.4000000000,340.4680800000
uncapped_diagnostic,META,2025-09-03 14:39:00-04:00,2025-09-03 14:40:00-04:00,SHORT,2.6086431239,FILLED,20000.0000000000,20000.0000000000,19858.8474360000,27,735.6600000000,735.5128680000
uncapped_diagnostic,AVGO,2025-09-03 15:22:00-04:00,2025-09-03 15:23:00-04:00,LONG,-2.7968420551,FILLED,20000.0000000000,20000.0000000000,19812.5417160000,66,300.1300000000,300.1900260000
uncapped_diagnostic,GOOGL,2025-09-03 15:56:00-04:00,2025-09-03 15:57:00-04:00,SHORT,2.8775323711,FILLED,20000.0000000000,20000.0000000000,19805.2781520000,86,230.3400000000,230.2939320000
uncapped_diagnostic,GOOGL,2025-09-04 10:25:00-04:00,2025-09-04 10:26:00-04:00,LONG,-2.5085713555,FILLED,20000.0000000000,20000.0000000000,19950.9493920000,88,226.6700000000,226.7153340000
uncapped_diagnostic,AMZN,2025-09-04 10:36:00-04:00,2025-09-04 10:37:00-04:00,LONG,-2.5372008634,FILLED,20000.0000000000,20000.0000000000,19812.3616800000,85,233.0400000000,233.0866080000
uncapped_diagnostic,META,2025-09-04 10:39:00-04:00,2025-09-04 10:40:00-04:00,SHORT,2.7891502243,FILLED,20000.0000000000,20000.0000000000,19590.2011760000,26,753.6200000000,753.4692760000
uncapped_diagnostic,TSLA,2025-09-04 10:46:00-04:00,2025-09-04 10:47:00-04:00,LONG,-2.6870710571,FILLED,20000.0000000000,20000.0000000000,19973.1938400000,60,332.8200000000,332.8865640000
uncapped_diagnostic,NVDA,2025-09-04 11:10:00-04:00,2025-09-04 11:11:00-04:00,LONG,-2.7735306417,FILLED,20000.0000000000,20000.0000000000,19937.0075041800,117,170.3677000000,170.4017735400
uncapped_diagnostic,AMD,2025-09-04 11:46:00-04:00,2025-09-04 11:47:00-04:00,LONG,-2.5201494169,FILLED,20000.0000000000,20000.0000000000,19977.7447500000,125,159.7900000000,159.8219580000
uncapped_diagnostic,META,2025-09-04 11:50:00-04:00,2025-09-04 11:51:00-04:00,LONG,-2.5493640932,FILLED,20000.0000000000,20000.0000000000,19526.7845760000,26,750.8800000000,751.0301760000
uncapped_diagnostic,AMZN,2025-09-04 12:07:00-04:00,2025-09-04 12:08:00-04:00,SHORT,2.6938197515,FILLED,20000.0000000000,20000.0000000000,19908.9674100000,85,234.2700000000,234.2231460000
uncapped_diagnostic,AAPL,2025-09-04 12:22:00-04:00,2025-09-04 12:23:00-04:00,SHORT,2.7156373891,FILLED,20000.0000000000,20000.0000000000,19960.2451524000,84,237.6695000000,237.6219661000
uncapped_diagnostic,AVGO,2025-09-04 13:53:00-04:00,2025-09-04 13:54:00-04:00,LONG,-2.6496778231,FILLED,20000.0000000000,20000.0000000000,19893.3278700000,65,305.9900000000,306.0511980000
uncapped_diagnostic,GOOGL,2025-09-04 14:07:00-04:00,2025-09-04 14:08:00-04:00,SHORT,2.6972977280,FILLED,20000.0000000000,20000.0000000000,19801.4003277200,86,230.2949000000,230.2488410200
uncapped_diagnostic,NVDA,2025-09-04 15:57:00-04:00,2025-09-04 15:58:00-04:00,SHORT,3.8921117054,FILLED,20000.0000000000,20000.0000000000,19908.5774880000,116,171.6600000000,171.6256680000
uncapped_diagnostic,AMD,2025-09-05 10:01:00-04:00,2025-09-05 10:02:00-04:00,LONG,-2.5361626513,FILLED,20000.0000000000,20000.0000000000,19993.2878580000,131,152.5900000000,152.6205180000
uncapped_diagnostic,AAPL,2025-09-05 10:07:00-04:00,2025-09-05 10:08:00-04:00,SHORT,2.7909791720,FILLED,20000.0000000000,20000.0000000000,19994.4353130000,83,240.9450000000,240.8968110000
uncapped_diagnostic,GOOGL,2025-09-05 10:11:00-04:00,2025-09-05 10:12:00-04:00,SHORT,2.5016833747,FILLED,20000.0000000000,20000.0000000000,19965.0561900000,85,234.9300000000,234.8830140000
uncapped_diagnostic,MSFT,2025-09-05 10:54:00-04:00,2025-09-05 10:55:00-04:00,LONG,-2.5905003316,FILLED,20000.0000000000,20000.0000000000,19892.3776800000,40,497.2100000000,497.3094420000
uncapped_diagnostic,META,2025-09-05 11:05:00-04:00,2025-09-05 11:06:00-04:00,LONG,-2.5715714682,FILLED,20000.0000000000,20000.0000000000,19409.5011240000,26,746.3700000000,746.5192740000
uncapped_diagnostic,AMZN,2025-09-05 11:24:00-04:00,2025-09-05 11:25:00-04:00,LONG,-2.7468753769,FILLED,20000.0000000000,20000.0000000000,19805.5603200000,85,232.9600000000,233.0065920000
uncapped_diagnostic,AMD,2025-09-05 11:33:00-04:00,2025-09-05 11:34:00-04:00,SHORT,2.8032001333,FILLED,20000.0000000000,20000.0000000000,19909.3273380000,131,152.0100000000,151.9795980000
uncapped_diagnostic,TSLA,2025-09-05 11:59:00-04:00,2025-09-05 12:00:00-04:00,LONG,-2.9316321542,FILLED,20000.0000000000,20000.0000000000,19779.8201730000,57,346.9450000000,347.0143890000
uncapped_diagnostic,AVGO,2025-09-05 12:37:00-04:00,2025-09-05 12:38:00-04:00,SHORT,2.9849952287,FILLED,20000.0000000000,20000.0000000000,19876.6638720000,59,336.9600000000,336.8926080000
uncapped_diagnostic,META,2025-09-05 12:40:00-04:00,2025-09-05 12:41:00-04:00,LONG,-2.6676497757,FILLED,20000.0000000000,20000.0000000000,19483.8759960000,26,749.2300000000,749.3798460000
uncapped_diagnostic,AMZN,2025-09-05 12:45:00-04:00,2025-09-05 12:46:00-04:00,LONG,-2.7747183134,FILLED,20000.0000000000,20000.0000000000,19859.9712000000,85,233.6000000000,233.6467200000
uncapped_diagnostic,NVDA,2025-09-05 13:37:00-04:00,2025-09-05 13:38:00-04:00,LONG,-2.5870456062,FILLED,20000.0000000000,20000.0000000000,19939.7071440000,120,166.1310000000,166.1642262000
uncapped_diagnostic,META,2025-09-05 14:48:00-04:00,2025-09-05 14:49:00-04:00,SHORT,2.6881433267,FILLED,20000.0000000000,20000.0000000000,19545.4901200000,26,751.9000000000,751.7496200000
uncapped_diagnostic,AMD,2025-09-08 10:27:00-04:00,2025-09-08 10:28:00-04:00,SHORT,2.5962408943,FILLED,20000.0000000000,20000.0000000000,19972.8846240000,132,151.3400000000,151.3097320000
uncapped_diagnostic,GOOGL,2025-09-08 10:28:00-04:00,2025-09-08 10:29:00-04:00,LONG,-2.5735902246,FILLED,20000.0000000000,20000.0000000000,19822.0836240000,84,235.9300000000,235.9771860000
uncapped_diagnostic,AMZN,2025-09-08 10:32:00-04:00,2025-09-08 10:33:00-04:00,SHORT,2.6738632058,FILLED,20000.0000000000,20000.0000000000,19838.5115040000,84,236.2200000000,236.1727560000
uncapped_diagnostic,AAPL,2025-09-08 11:31:00-04:00,2025-09-08 11:32:00-04:00,LONG,-2.5145302365,FILLED,20000.0000000000,20000.0000000000,19806.1004280000,83,238.5800000000,238.6277160000
uncapped_diagnostic,NVDA,2025-09-08 11:48:00-04:00,2025-09-08 11:49:00-04:00,LONG,-2.7496112006,FILLED,20000.0000000000,20000.0000000000,19988.4768960000,118,169.3600000000,169.3938720000
uncapped_diagnostic,META,2025-09-08 11:48:00-04:00,2025-09-08 11:49:00-04:00,SHORT,2.5126654055,FILLED,20000.0000000000,20000.0000000000,19761.7668560000,26,760.2200000000,760.0679560000
uncapped_diagnostic,MSFT,2025-09-08 12:06:00-04:00,2025-09-08 12:07:00-04:00,LONG,-2.5953349600,FILLED,20000.0000000000,20000.0000000000,19994.7981600000,40,499.7700000000,499.8699540000
uncapped_diagnostic,TSLA,2025-09-08 13:01:00-04:00,2025-09-08 13:02:00-04:00,LONG,-2.5429831446,FILLED,20000.0000000000,20000.0000000000,19670.6433420000,57,345.0300000000,345.0990060000
uncapped_diagnostic,AVGO,2025-09-08 13:27:00-04:00,2025-09-08 13:28:00-04:00,LONG,-2.9524223958,FILLED,20000.0000000000,20000.0000000000,19666.6525440000,57,344.9600000000,345.0289920000
